Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Funding_Start,title_keywords,patents,companies,companies_count,company_position,Name,
"Norris, Colleen M",University of Alberta,Alberta,"Catalyst Grant: Methods and Measures for Gender, Sex and Health",200910MMG,"Catalyst Grant: Methods and Measures for Gender, Sex and Health Research",Sex and Gender Role Differences in Health Status Measures of Patients with Heart Failure.,"$83,888 ",$0 ,1 yr 0 mth ,Gender and Health,3/1/2010,"sex, gender, heart failure",0,zN/A,0,zN/A,"Norris, Colleen M",
"Norris, Michael",University of Toronto,Ontario,Project Grant,202303PJT,Virology & Viral Pathogenesis,Investigating the Mechanisms of Paramyxovirus Assembly: Implications for Antiviral Therapeutic Design,"$1,049,485 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2023/10/01,"Paramyxovirus, Assembly, Antiviral",0,zN/A,0,zN/A,"Norris, Michael",
"Northoff, Georg F",University of Ottawa,Ontario,Operating Grant,201103MOP,Behavioural Sciences - B: Clinical Behavioural Sciences,"Neural and biochemical correlates of resting state activity and emotional processing in major depressive disorder - Multimodal imaging (fMRI, MRS and PET) during gaba- and glutamat-ergic intervention","$681,270 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2011/10/01,"neural, imaging, depression",0,zN/A,0,zN/A,"Northoff, Georg F",
"Northoff, Georg F",University of Ottawa,Ontario,China-Canada Joint Health Research Initiative,201103CCI,China-Canada Joint Health Research Initiative - Grants Program,Are there Neural Differences of the Self in Eastern and Western Depression? A Cross-Cultural Imaging Study,"$224,625 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",1/1/2012,"Neural, Depression, Imaging",0,zN/A,0,zN/A,"Northoff, Georg F",
"Noskov, Sergei",University of Calgary,Alberta,Operating Grant,201103MOP,Cardiovascular System - A: Cells and Tissues,Small molecule control of the functional dynamics in cardiac potassium channels.,"$558,167 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2011/10/01,"small molecule, cardiac potassium channels, functional dynamics",3,zN/A,0,zN/A,"Noskov, Sergei",
"Noskov, Sergei",University of Calgary,Alberta,Project Grant,201709PJT,Cardiovascular System - A: Cells and Tissues,Lipid-dependent modulation of cardiac ion channel activity as an anti-arrhythmic therapy in long-QT syndrome,"$669,375 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2018/04/01,"lipid, ion channel, arrhythmia",0,zN/A,0,zN/A,"Noskov, Sergei",
"Nostro, Maria Cristina",University Health Network (Toronto),Ontario,Project Grant,201803PJT,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Developing functional beta cells for diabetes treatment,"$879,750 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2018/10/01,"beta cells, diabetes, functional",4,zN/A,0,zN/A,"Nostro, Maria Cristina",
"Notta, Faiyaz",University Health Network (Toronto),Ontario,Project Grant,201709PJT,Molecular & Cellular Biology of Cancer,Mutational mechanisms of pancreatic cancer development,"$944,775 ",$0 ,5 yrs 0 mth ,Cancer Research,2018/04/01,"mutational, pancreatic, cancer",0,zN/A,0,zN/A,"Notta, Faiyaz",
"Nourani, Amine",Universite Laval,Quebec,Operating Grant,201103MOP,Genetics,Chromatin modulation associated with gene regulation: Interplay between histone chaperones and epigenetic marks,"$810,974 ",$0 ,5 yrs 0 mth ,Genetics,2011/10/01,"chromatin, histone, epigenetic",0,zN/A,0,zN/A,"Nourani, Amine",
"Novak, Alison",University Health Network (Toronto),Ontario,Operating Grant,201503MOP,Social Dimensions in Aging,Developing evidence for more effective handrail design to prevent falls and inform changes in the Canada Building Code,"$404,139 ",$0 ,3 yrs 0 mth ,Aging,2015/10/01,"handrail, falls, building code",0,zN/A,0,zN/A,"Novak, Alison",
"Novak, Alison",University Health Network (Toronto),Ontario,Project Grant,201803PJT,Social Dimensions in Aging,Developing evidence-based recommendations to prevent falls and improve safety during bathing transfers,"$451,350 ",$0 ,3 yrs 0 mth ,Aging,2018/10/01,"falls, safety, bathing",0,zN/A,0,zN/A,"Novak, Alison",
"Novak, Alison",University Health Network (Toronto),Ontario,Project Grant,202109PJT,Movement & Exercise,"Safer Bathrooms - Creating the evidence base for policies, products and clinical strategies to prevent slips and improve mobility","$554,624 ",$0 ,3 yrs 0 mth ,Aging,2022/04/01,"bathrooms, slips, mobility",0,zN/A,0,zN/A,"Novak, Alison",
"Nunes, Abraham J",Nova Scotia Health Authority (Halifax),Nova Scotia,Project Grant,202309PJT,Behavioural Sciences - B: Clinical Behavioural Sciences,Scalable Biomarkers And Time-Series Microsignatures Of Relapse In Major Depressive Disorder,"$1,018,426 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2024/04/01,"Biomarkers, Time-Series, Relapse",0,zN/A,0,zN/A,"Nunes, Abraham J",
"Nurse, Colin A",McMaster University,Ontario,Operating Grant,200903MOP,Respiratory System,Sensory processing and plasticity at peripheral arterial chemoreceptors in co-culture,"$758,214 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2009/10/01,"sensory processing, plasticity, chemoreceptors",0,zN/A,0,zN/A,"Nurse, Colin A",
"Nurse, Colin A",McMaster University,Ontario,Operating Grant,201109MOP,Respiratory System,Impairment of O2 and CO2/H+ Chemosensing in Perinatal Adrenal Chromaffin Cells by Chronic Opioids,"$412,124 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2012/04/01,"O2, CO2/H+, Chemosensing",0,zN/A,0,zN/A,"Nurse, Colin A",
"Nurse, Colin A",McMaster University,Ontario,Operating Grant,201503MOP,Respiratory System,Sensory processing and plasticity at peripheral arterial chemoreceptors,"$707,239 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2015/10/01,"sensory processing, plasticity, chemoreceptors",0,zN/A,0,zN/A,"Nurse, Colin A",
"Nuyt, Anne Monique","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Quebec,Operating Grant,201003MOP,Experimental Medicine,Neonatal oxygen exposure leads to premature aging of the vascular system and the kidneys: role in adult hypertension,"$566,020 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2010/10/01,"neonatal oxygen, vascular system, hypertension",0,zN/A,0,zN/A,"Nuyt, Anne Monique",
"Nuyt, Anne Monique","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Quebec,Operating Grant,201309MOP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Risk of Chronic Diseases in Young Adults Born Preterm: Relationship with Inflammation and Oxidative Stress Biomarkers,"$471,215 ",$0 ,4 yrs 0 mth ,"Human Development, Child and Youth Health",2014/04/01,"Chronic Diseases, Inflammation, Oxidative Stress",0,zN/A,0,zN/A,"Nuyt, Anne Monique",
"Nuyt, Anne Monique","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Quebec,Project Grant,201803PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Role of Ang(1-7) and Ala RAS peptides in neonatal O2-induced cardiomyopathy: Mechanisms of cardiac disease after preterm birth,"$612,000 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2018/10/01,"Ang(1-7), peptides, cardiomyopathy",0,zN/A,0,zN/A,"Nuyt, Anne Monique",
"Nuyt, Anne Monique","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Quebec,Project Grant,202003PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Assessment of renal function in adults born preterm: The HAPI-Kidney study,"$436,051 ",$0 ,4 yrs 0 mth ,"Human Development, Child and Youth Health",2020/10/01,"renal function, preterm, kidney",0,zN/A,0,zN/A,"Nuyt, Anne Monique",
"Nuyt, Anne Monique","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Quebec,Project Grant,202403PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Endothelial colony forming cells dysfunction following preterm birth: Mechanisms and relevance for risk of cardiovascular diseases.,"$1,021,276 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2024/10/01,"endothelial cells, preterm birth, cardiovascular diseases",0,zN/A,0,zN/A,"Nuyt, Anne Monique",
"O'Blenes, Stacy B",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201103MOP,Cardiovascular System - B: Heart and Circulation,A Tailored Myocardial Protection Strategy for Aged Hearts,"$330,350 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2011/10/01,"Myocardial, Protection, Hearts",0,zN/A,0,zN/A,"O'Blenes, Stacy B",
"O'Connor, Deborah L",Hospital for Sick Children (Toronto),Ontario,Operating Grant,200909MOP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Donor Human Milk Versus Preterm Formula as a Substitute for Mothers' Own Milk for Feeding Very Low Birth Weight Infants,"$920,271 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2010/04/01,"Human Milk, Preterm Formula, Infant Nutrition",4,zN/A,0,zN/A,"O'Connor, Deborah L",
"O'Connor, Deborah L",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201209MOP,"Nutrition, Food & Health",Impact of Feeding Type and Nutrient Fortification on the Gut Microbiome of Very Low Birth Weight Infants,"$377,153 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",2013/04/01,"Feeding, Nutrient Fortification, Gut Microbiome",0,zN/A,0,zN/A,"O'Connor, Deborah L",
"O'Connor, Deborah L",Hospital for Sick Children (Toronto),Ontario,Operating Grant: Programmatic Grants in Food and Health - Full application,201301FHG,Operating Grant: Programmatic Grants in Food and Health,Optimizing Mothers' Milk for Preterm Infants,"$1,999,675 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",6/1/2013,"Mothers' Milk, Preterm Infants",0,zN/A,0,zN/A,"O'Connor, Deborah L",
"O'Connor, Deborah L",University of Toronto,Ontario,Op Gr: COVID-19 Rapid Research FO - Clinical Mgmt/Health System Interventions,202005VR4,COVID-19 Rapid Research - Clinical Management & Health System Interventions,Can COVID-19 and maternal antibodies to SARS-CoV-2 be transmitted through human milk? Implications for breastfeeding and human milk banking,"$154,245 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",6/1/2020,"COVID-19, SARS-CoV-2, antibodies",0,zN/A,0,zN/A,"O'Connor, Deborah L",
"O'Connor, Deborah L",Hospital for Sick Children (Toronto),Ontario,Project Grant,202109PJT,"Nutrition, Food & Health",Individualized Fortification of Human Milk to Improve Neurodevelopment of Infants Born <1250 grams,"$940,950 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2022/04/01,"Fortification, Neurodevelopment, Infants",0,zN/A,0,zN/A,"O'Connor, Deborah L",
"O'Connor, Deborah L",Hospital for Sick Children (Toronto),Ontario,Project Grant,202309PJT,"Nutrition, Food & Health",Optimizing Nutrition and Milk for the Very Preterm Infant-Gut Brain Axis (Opti-NuM Gut),"$841,500 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2024/04/01,"Nutrition, Milk, Preterm Infant",0,zN/A,0,zN/A,"O'Connor, Deborah L",
"O'Connor, Kieron P",CIUSSS de l'Est-de-l'lle-de-Montreal-Sante Mentale,Quebec,Operating Grant,200809MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health - A",The impact of co-morbidity on cognition and behaviour in adults and children with Gilles de la Tourette syndrome,"$442,622 ",$0 ,4 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2009/04/01,"co-morbidity, cognition, Tourette syndrome",0,zN/A,0,zN/A,"O'Connor, Kieron P",
"O'Connor, Kieron P",CIUSSS de l'Est-de-l'lle-de-Montreal-Sante Mentale,Quebec,Operating Grant,201010MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Evaluation of a new cognitive therapy (inference-based therapy) for the treatment of obsessional compulsive disorder,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",2011/03/01,"cognitive therapy, inference-based therapy, obsessive-compulsive disorder",0,zN/A,0,zN/A,"O'Connor, Kieron P",
"O'Connor, Kieron P",CIUSSS de l'Est-de-l'lle-de-Montreal-Sante Mentale,Quebec,Operating Grant,201103MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Evaluation of a new cognitive therapy (inference-based therapy) for the treatment of obsessional compulsive disorder,"$872,107 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2011/10/01,"cognitive therapy, inference-based therapy, obsessive-compulsive disorder",0,zN/A,0,zN/A,"O'Connor, Kieron P",
"O'Connor, Kieron P",CIUSSS de l'Est-de-l'lle-de-Montreal-Sante Mentale,Quebec,Operating Grant,201503MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",Evaluation of a cognitive psychophysiological treatment for Tourette syndrome and tic disorders,"$680,946 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2015/10/01,"cognitive, psychophysiological, Tourette syndrome",0,zN/A,0,zN/A,"O'Connor, Kieron P",
"O'Connor, Roisin M","Concordia University (Montreal, Quebec)",Quebec,Operating Grant,201103MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Use of laboratory and diary methods to clarify the link between social anxiety and risk for university student problematic drinking,"$284,267 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2011/10/01,"laboratory, social anxiety, problematic drinking",0,zN/A,0,zN/A,"O'Connor, Roisin M",
"O'Connor, Timothy P",University of British Columbia,British Columbia,Operating Grant,201209MOP,Cell Physiology,Active consolidation of neuronal morphology in the mature nervous system.,"$347,535 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2013/04/01,"neural, morphology, nervous system",1,zN/A,0,zN/A,"O'Connor, Timothy P",
"O'Donoghue, Patrick",Western University (Ontario),Ontario,Project Grant,201903PJT,Biochemistry & Molecular Biology - B,Pathways to neurodegeneration from natural human tRNA variation,"$865,980 ",$0 ,5 yrs 0 mth ,Genetics,2019/10/01,"neurodegeneration,tRNA,variation",0,zN/A,0,zN/A,"O'Donoghue, Patrick",
"O'Flaherty, Cristian",Research Institute of the McGill University Health Centre,Quebec,Operating Grant,201309MOP,Endocrinology,Redox regulation of male reproduction,"$471,685 ",$0 ,4 yrs 0 mth ,Aging,2014/04/01,"Redox, male reproduction",0,zN/A,0,zN/A,"O'Flaherty, Cristian",
"O'Flaherty, Cristian",Research Institute of the McGill University Health Centre,Quebec,Project Grant,201903PJT,Endocrinology,Regulation of male fertility by peroxiredoxin 6,"$749,700 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2019/10/01,"male fertility, peroxiredoxin 6",0,zN/A,0,zN/A,"O'Flaherty, Cristian",
"O'Flaherty, Cristian",Research Institute of the McGill University Health Centre,Quebec,Project Grant,202309PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health 2",Sperm capacitation: A brand new perspective to tackle idiopathic male infertility,"$1,078,650 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2024/04/01,"sperm, capacitation, infertility",0,zN/A,0,zN/A,"O'Flaherty, Cristian",
"Obeid, Nicole",Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Patient-Oriented Research Collaboration Grants,201612PEG,Patient Engagement - Collaboration Grants (SPOR),Building capacity for patient-oriented research in eating disorders,"$24,973 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",3/1/2017,"patient, research, eating disorders",0,zN/A,0,zN/A,"Obeid, Nicole",
"Obeidat, Ma'en",University of British Columbia,British Columbia,Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Gene by Sex Interactions in COPD,"$150,000 ",$0 ,2 yrs 0 mth ,Circulatory and Respiratory Health,4/1/2018,"Gene, Sex, COPD",0,zN/A,0,zN/A,"Obeidat, Ma'en",
"Oberlander, Timothy F",University of British Columbia,British Columbia,Operating Grant,201109MOP,Social & Developmental Aspects of Children's & Youth's Health,Early childhood behavior: Relations to early brain structure/function and maternal mood,"$1,139,616 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2012/04/01,"childhood behavior, brain structure, maternal mood",0,zN/A,0,zN/A,"Oberlander, Timothy F",
"Oberlander, Timothy F",University of British Columbia,British Columbia,Operating Grant,201309MOP,Social & Developmental Aspects of Children's & Youth's Health,Developmental origins of autism: A population level linked data study of prenatal antidepressant medication exposure,"$285,768 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",2014/04/01,"autism, prenatal antidepressant, linked data",0,zN/A,0,zN/A,"Oberlander, Timothy F",
"Oberlander, Timothy F",University of British Columbia,British Columbia,Operating Grant,201403MOP,Social & Developmental Aspects of Children's & Youth's Health,Attention bias and executive functions in 9-14 year olds following prenatal antidepressant exposure,"$857,052 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2014/10/01,"attention bias, executive functions, antidepressant exposure",0,zN/A,0,zN/A,"Oberlander, Timothy F",
"Oberlander, Timothy F",University of British Columbia,British Columbia,Project Grant,202104PJT,Social & Developmental Aspects of Children's & Youth's Health,'Real-time' measures of anxiety and physical activity in 15-18 year olds with prenatal antidepressant exposure,"$730,576 ",$0 ,4 yrs 0 mth ,"Human Development, Child and Youth Health",2021/10/01,"anxiety, physical activity, prenatal antidepressant",0,zN/A,0,zN/A,"Oberlander, Timothy F",
"Oeffinger, Marlene H",Institut de recherches cliniques de Montreal,Quebec,Operating Grant,201003MOP,Biochemistry & Molecular Biology - B,Dissecting the Dynamics of Large Ribonucleoprotein Complex Maturation,"$677,650 ",$0 ,5 yrs 0 mth ,Genetics,2010/10/01,"Ribonucleoprotein, Complex, Maturation",0,zN/A,0,zN/A,"Oeffinger, Marlene H",
"Offringa, Martin",Hospital for Sick Children (Toronto),Ontario,Project Grant,202010PJT,Knowledge Translation Research,"Development, validation, and implementation of a knowledge synthesis reporting guideline for outcome measurement instruments in health research","$392,010 ",$0 ,3 yrs 0 mth ,Population and Public Health,2021/03/01,"knowledge synthesis, outcome measurement, health research",0,zN/A,0,zN/A,"Offringa, Martin",
