Name,Institution_Paid,Province,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months,title_keywords,Primary_Institute,Research_Categories,Funding_Start,Funding_End,patents
"Dawson, Laura A",University Health Network (Toronto),Ontario,Operating Grant: Industry-partnered Collaborative Research - Rx&D partner,200903IRO,Industry Partnered Collaborative Research,Radiation Therapy and Sorafenib for Primary and Metastatic Liver Cancer,"$357,495",$0,,,3 yrs 0 mth ,"Radiation therapy, Sorafenib, Liver cancer",Cancer Research,GASTRO-INTESTINAL CANCER THERAPY; NEOPLASMS; CANCER; GASTROINTESTINAL (LIVER),2009-10-01,2012-09-30,0
"Ringuette, Maurice J",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Development of SPARC mimetic peptides for targeting peritoneal metastasis of epithelial ovarian cancer,"$230,549",$0,,,3 yrs 0 mth ,"SPARC, peptides, ovarian cancer",,,2011-04-01,2014-03-31,0
"Wilson, Brian C",University Health Network (Toronto),Ontario,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Response Monitoring and Control of Prostate Focal Laser Thermal Therapy with Hybrid Trans-rectal NIR Optical Tomography and 3D Ultrasound,"$247,475",$0,,,3 yrs 0 mth ,"Prostate, Laser, Optical",Unable to allocate,NONE OF THE ABOVE; NOT CLASSIFIED,2010-04-01,2013-03-31,5
"Ghahary, Aziz",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Development and Application of Nanofibres Releasing Anti-Fibrogenic Factors for treating Dermal Fibrosis,"$246,168",$0,,,3 yrs 0 mth ,"Nanofibres, Anti-Fibrogenic, Dermal Fibrosis",Unable to allocate,NONE OF THE ABOVE; NOT CLASSIFIED,2010-04-01,2013-03-31,0
"Overall, Christopher M",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Polymers for Proteomic Enrichment of Early Cancer Biomarkers,"$452,322",$0,,,3 yrs 0 mth ,"Polymers, Proteomic, Biomarkers",Cancer Research,BREAST CANCER; MULTIPLE DISEASE RELEVANCE; CANCER; BLOOD,2013-04-01,2016-03-31,0
"Ahmad, Farah","York University (Toronto, Ontario)",Ontario,Catalyst Grant: eHealth Innovations,201210CEH,e-Health Innovation Partnership Program (eHIPP),Interactive Computer-assisted Screening (iCAS) for Depression in Primary Care,"$89,933",$0,,,1 yr 0 mth ,"Computer-assisted, Screening, Depression",Health Services and Policy Research,HEALTH CARE DELIVERY; DEPRESSION; HEALTH SERVICES RESEARCH; MENTAL HEALTH,2013-03-01,2014-02-28,0
"Casper, Robert F",Sinai Health System (Toronto),Toronto,Operating Grant: Industry-partnered Collaborative Research,201409IPR,Industry Partnered Collaborative Research,Characterization of the bioenergetic and metabolic function of mitochondria isolated from oocyte precursor stem cells.,"$911,700",$0,,,5 yrs 0 mth ,"mitochondria, bioenergetic, stem cells","Human Development, Child and Youth Health",INFERTILITY FEMALE; AGING; REPRODUCTION/PREGNANCY; CELL BIOLOGY,2015-04-01,2020-03-31,0
"Connolly, John F",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Point of Care System for Automated Coma Prognosis,"$273,862",$0,,,3 yrs 0 mth ,"Point of Care, Automated, Coma","Neurosciences, Mental Health and Addiction",HEALTH CARE DELIVERY; CNS ORGANIC; NERVOUS SYSTEM,2018-04-01,2021-03-31,2
"Harden, James L",University of Ottawa,Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Anti-microbial scaffold materials for cutaneous wound healing,"$273,128",$0,,,3 yrs 0 mth ,"Anti-microbial, scaffold, wound healing",,,2012-04-01,2015-03-31,2
"Chan, Warren C",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Engineering low-cost nanotechnology based molecular diagnostics using paper,"$198,202",$0,,,3 yrs 0 mth ,"nanotechnology, diagnostics, paper",,,2011-04-01,2014-03-31,1
"Goldenberg, Andrew A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,MRI-Guided Focal Ablation of Prostate Cancerous Tissue,"$187,500",$0,,,3 yrs 0 mth ,"MRI, Focal Ablation, Prostate Cancer",Unable to allocate,NONE OF THE ABOVE; NOT CLASSIFIED,2010-04-01,2013-03-31,1
"Boivin, Guy",Universite Laval,Quebec,Operating Grant: Industry-partnered Collaborative Research - Rx&D partner,201009IRO,Industry Partnered Collaborative Research,Mechanisms of antiviral drug resistance in seasonal and pandemic influenza strains and evaluation of new therapeutic modalities,"$228,975",$0,,,3 yrs 0 mth ,"antiviral, drug resistance, influenza",Infection and Immunity,VIRAL; PNEUMONIA; VIROLOGY; RESPIRATION,2011-04-01,2014-03-31,10
"Tang, Shuo",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Photoacoustic Imaging for Image Guided Prostate Cancer Interventions,"$172,625",$0,,,3 yrs 0 mth ,"Photoacoustic, Imaging, Prostate Cancer",Cancer Research,MULTIDISCIPLINARY; PROSTATE AND BLADDER CANCER; IMAGING; CANCER,2013-04-01,2016-03-31,0
"Logan, Alexander G",Sinai Health System (Toronto),Toronto,Catalyst Grant: eHealth Innovations,201310CEH,e-Health Innovation Partnership Program (eHIPP),Evaluation of self-care medication reconciliation app for patients with chronic kidney disease,$0,$0,"$92,161",Ontario Health - CCO - Cancer Care Ontario (Toronto),1 yr 0 mth ,"medication reconciliation, self-care, chronic kidney disease",Health Services and Policy Research,HEALTH CARE DELIVERY; HEALTH ECONOMICS; HEALTH SERVICES RESEARCH; AGING,2014-03-01,2015-02-28,0
"Cusack, Rhodri",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Assessing neonatal brain fuction with fMRI,"$272,569",$0,,,3 yrs 0 mth ,"neonatal, brain, fMRI",,,2012-04-01,2015-03-31,0
"Patel, Rajnikant V",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Haptics-Enabled Robotic Systems for Rehabilitation Therapy,"$273,395",$0,,,3 yrs 0 mth ,"Haptics, Robotic Systems, Rehabilitation",Aging,AGING; MUSCULO SKELETAL; HEALTH SERVICES RESEARCH,2014-04-01,2017-03-31,1
"Blaber, Andrew P","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,"Preventing postural hypotension, syncope and falls with smart materials and monitoring","$205,530",$0,,,3 yrs 0 mth ,"postural hypotension, syncope, monitoring",,,2012-04-01,2015-03-31,1
"Dumont, Guy A",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Closed-Loop Control of Anesthesia,"$309,194",$0,,,3 yrs 0 mth ,"Closed-Loop, Control, Anesthesia",,,2008-10-01,2011-09-30,3
"Simmons, Craig A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a physiological cardiac microtissue platform for drug development,"$426,720",$0,,,3 yrs 0 mth ,"cardiac, microtissue, drug",Circulatory and Respiratory Health,"CARDIOLOGY; STROKE, HEART FAILURE; CARDIOVASCULAR; CELL BIOLOGY",2017-04-01,2020-03-31,4
"Harrigan, Richard P",University of British Columbia,British Columbia,Operating Grant: Industry-partnered Collaborative Research - Rx&D partner,200809IRO,Industry Partnered Collaborative Research,Improved Screening Methods for CCR5-Antagonists Use by Ultra Deep Sequencing and Quantitative Population-Based Sequencing Techniques: Analyzes of the Phase III Human Clinical Trials of Maraviroc (08-09).,"$690,659",$0,,,3 yrs 0 mth ,"CCR5, sequencing, Maraviroc",Infection and Immunity,"AIDS; EPIDEMIOLOGY; VIROLOGY; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2009-04-01,2012-03-31,1
"Kearney, Robert E",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Developing and clinically testing a learning algorithm that optimizes the performance of the artificial pancreas,"$218,863",$0,,,3 yrs 0 mth ,"learning algorithm, artificial pancreas, performance","Nutrition, Metabolism and Diabetes",MULTIDISCIPLINARY; DIABETES MELLITUS; METABOLISM/DIABETES,2016-04-01,2019-03-31,1
"Bosma, Karen J",London Health Sciences Centre Res. Inc. (Ont.),Ontario,Operating Grant: Industry-partnered Collaborative Research,201403IPR,Industry Partnered Collaborative Research,Proportional Assist Ventilation for Minimizing the Duration of Mechanical Ventilation,"$140,952",$0,,,3 yrs 0 mth ,"Proportional Assist, Ventilation, Mechanical",Circulatory and Respiratory Health,RESPIRATION; HEALTH CARE DELIVERY; HEALTH RESEARCH,2014-10-01,2017-09-30,0
"Tomkins-Lane, Christy","Mount Royal University (Calgary, Alberta)",Alberta,Catalyst Grant: eHealth Innovations,201210CEH,e-Health Innovation Partnership Program (eHIPP),The Spinal Stenosis Pedometer and Nutrition e-Health Lifestyle Intervention (SSPANLI) Randomized Trial,"$98,968",$0,,,1 yr 0 mth ,"Spinal Stenosis, Pedometer, Nutrition",Health Services and Policy Research,"OBESITY; MUSCULO SKELETAL; HEALTH RESEARCH; MUSCLE, BONE, OR JOINT",2013-09-01,2014-08-31,0
"Patterson, Kara K",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,The relationship of temporal gait asymmetry and rhythm perception and production,"$225,096",$0,,,3 yrs 0 mth ,"gait, rhythm, perception","Neurosciences, Mental Health and Addiction","STROKE, HEART FAILURE; NERVOUS SYSTEM",2015-04-01,2018-03-31,0
"Abidi, Samina R",Dalhousie University (Nova Scotia),Nova Scotia,Catalyst Grant: eHealth Innovations,201210CEH,e-Health Innovation Partnership Program (eHIPP),D-WISE - A Diabetes Web-Centric Information and Support Environment: An E-health Solution Operationalizing Behaviour Change Models and Clinical Guidelines for Patient-centered Diabetes Self-management,"$99,905",$0,,,1 yr 0 mth ,"Diabetes, E-health, Self-management",Health Services and Policy Research,DIABETES MELLITUS; HEALTH SERVICES RESEARCH; ENDOCRINOLOGY,2013-03-01,2014-02-28,0
"Xing, Zhou",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,"Bioengineered chimpanzee adenovirus-based vaccines against tuberculosis: Optimization of immunologic property, formulation and delivery for bench-to-human applications","$486,740",$0,,,3 yrs 0 mth ,"chimpanzee adenovirus, vaccines, tuberculosis",Infection and Immunity,INFECTIOUS AND PARASITIC; HEALTH RESEARCH,2013-04-01,2016-03-31,3
"Purdie, Thomas G",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Improving Quality and Patient Safety in Radiation Therapy by Integrating Multi-Disciplinary Criteria into an Artificial Intelligence System,"$325,530",$0,,,3 yrs 0 mth ,"Radiation Therapy, Artificial Intelligence, Patient Safety",Cancer Research,CANCER THERAPY GENERAL; CANCER; BIOPHYSICS,2013-04-01,2016-03-31,1
"Piret, James M",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Bioprocess Engineering for Therapeutic T-cell Manufacturing,"$306,802",$0,,,3 yrs 0 mth ,"Bioprocess, T-cell, Manufacturing",Infection and Immunity,MULTIDISCIPLINARY; MULTIPLE DISEASE RELEVANCE; CELL BIOLOGY; IMMUNOLOGY-TRANSPLANTATION,2019-04-01,2022-03-31,0
"Kizhakkedathu, Jayachandran N",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Novel antimircrobial and biofilm resistant coatings for urological and blood storage devices,"$323,547",$0,,,3 yrs 0 mth ,"antimicrobial, biofilm, coatings",,,2012-04-01,2015-03-31,3
"Valliant, John F",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Development of Molecularly Targeted Ultrasound Contrast Agents for Prostate Cancer Imaging using Bioorthogonal Chemistry,"$261,250",$0,,,3 yrs 0 mth ,"Ultrasound, Contrast Agents, Prostate Cancer",Cancer Research,PROSTATE AND BLADDER CANCER; IMAGING; CANCER,2016-04-01,2019-03-31,0
"Soulez, Gilles",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Operating Grant: Industry-partnered Collaborative Research - Other Partner,200809ISO,Industry Partnered Collaborative Research,"Endovascular repair of abdominal aortic aneurysm: Enhanced planning, guidance and assessment by 2D/3D registration of fluoroscopic, CT, C-arm CT and virtual stent data","$120,845",$0,,,3 yrs 0 mth ,"endovascular, aneurysm, registration",Circulatory and Respiratory Health,ATHEROSCLEROSIS; CARDIOVASCULAR; IMAGING,2009-04-01,2012-03-31,2
"Bell, John C",Ottawa Hospital Research Institute,Ontario,Operating Grant: Industry-partnered Collaborative Research,201109IPR,Industry Partnered Collaborative Research,Development of a Therapeutic Oncolytic Poxvirus with Enhanced Systemic Delivery and Potency,"$968,389",$0,,,4 yrs 0 mth ,"Oncolytic Poxvirus, Systemic Delivery, Potency",Cancer Research,CANCER THERAPY GENERAL; VIRAL; CANCER; MOLECULAR BIOLOGY,2012-04-01,2016-03-31,17
"Andrysek, Jan",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Biomechanical biofeedback targeting the high-level rehabilitation of mobility in youth with lower limb amputations,"$374,050",$0,,,3 yrs 0 mth ,"biomechanical, biofeedback, rehabilitation","Human Development, Child and Youth Health","MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT",2019-04-01,2022-03-31,0
"Stanford, William L",University of Ottawa,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,An Integrated Systems Biology Approach to Developing Mesenchymal Stem/Stromal Cell-derived Cellular Therapeutics,"$375,384",$0,,,3 yrs 0 mth ,"Systems biology, Mesenchymal stem cells, Cellular therapeutics",Infection and Immunity,"MULTIDISCIPLINARY; INFECTIOUS AND PARASITIC; HEALTH RESEARCH; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2015-04-01,2018-03-31,0
"Dmitrienko, Gary I",University of Waterloo (Ontario),Ontario,Operating Grant: Industry-partnered Collaborative Research,201203IPR,Industry Partnered Collaborative Research,New strategies for overcoming bacterial resistance to antibiotics,"$200,000",$0,,,2 yrs 0 mth ,"bacterial resistance, antibiotics",Infection and Immunity,INFECTIOUS AND PARASITIC; DRUG RESEARCH,2012-10-01,2014-09-30,0
"Stinson, Jennifer N",Hospital for Sick Children (Toronto),Ontario,Catalyst Grant: eHealth Innovations,201310CEH,e-Health Innovation Partnership Program (eHIPP),"The PainSquad+ Real-time Pain Management System for Adolescents with Cancer: A Feasibility, Quality and Cost Study","$92,228",$0,,,1 yr 0 mth ,"Pain management, adolescents, cancer",Cancer Research,HEALTH SERVICES RESEARCH; CANCER,2014-03-01,2015-02-28,0
"Diller, Eric D",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Multimodal Sensing and Actuation Mechanisms for Intra-Ventricular Neurosurgery Robotic Tools,"$251,940","$10,500",,,3 yrs 0 mth ,"Multimodal sensing, actuation, neurosurgery","Human Development, Child and Youth Health",CONGENITAL ANOMALIES; EPILEPSY; NERVOUS SYSTEM; CANCER,2018-04-01,2021-03-31,0
"Turner, Robin F",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Non-Invasive Probe to Assess the Quality and Suitability for Transfusion of Stored Red Blood Cells,"$206,647",$0,,,3 yrs 0 mth ,"Probe, Red Blood Cells, Transfusion",Health Services and Policy Research,BLOOD,2013-04-01,2016-03-31,0
