Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Funding_Start,title_keywords,patents,companies,companies_count,company_position,grant_id,researcher_id
"Dosch, Hans-Michael",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201009MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",The Immunology and Neuroscience of Diabetes Mellitus.,"$1,128,419 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2011/04/01,"Immunology, Neuroscience, Diabetes",0,zN/A,0,zN/A,1989,959
"Doschak, Michael R",University of Alberta,Alberta,Catalyst Grant: Bone Health,201006CBO,Catalyst Grant: Bone Health,In Vivo microCT and microMRI Evaluation of Bone Marrow Lesion  in a Rat Model of Osteoarthritis,"$85,663 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,11/1/2010,"microCT, microMRI, Osteoarthritis",1,zN/A,0,zN/A,1990,960
"Dostie, Josee",McGill University,Quebec,"Catalyst Grant - CEEHRC Epigenetics, Environment & Health",201111CAP,"Catalyst Grant: CEEHRC Epigenetics, Environment and Health",Discovering Spatial Epigenetics,"$100,000 ",$0 ,1 yr 0 mth ,Genetics,7/1/2015,"Spatial, Epigenetics",0,zN/A,0,zN/A,1991,961
"Dostie, Josee",McGill University,Quebec,Operating Grant,201503MOP,Genomics: Systems and computational biology,Discovering Spatial Epigenetics,"$889,506 ",$0 ,5 yrs 0 mth ,Genetics,2015/10/01,"Spatial, Epigenetics",0,zN/A,0,zN/A,1992,961
"Dostie, Josee",McGill University,Quebec,Project Grant,201909PJT,Biochemistry & Molecular Biology - B,Regulating chromatin landscape and organization with non-coding RNAs,"$795,600 ",$0 ,5 yrs 0 mth ,Genetics,2020/04/01,"chromatin, non-coding RNAs, regulation",1,zN/A,0,zN/A,1993,961
"Doucet, Eric",University of Ottawa,Ontario,Project Grant,201903PJT,"Nutrition, Food & Health","Cold Exposure, Appetite Control and Weight Loss in Individuals Living With Obesity","$439,874 ",$0 ,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2019/10/01,"Cold exposure, appetite control, weight loss",0,zN/A,0,zN/A,1994,962
"Doucette, Christine A",University of Manitoba,Manitoba,Project Grant,201803PJT,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Examining the mechanistic impact of the HNF-1aG319S polymorphism on beta cell function and its contribution to early-onset type 2 diabetes,"$711,450 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2018/10/01,"HNF-1aG319S, beta cell, type 2 diabetes",0,zN/A,0,zN/A,1995,963
"Doudet, Doris J",University of British Columbia,British Columbia,Operating Grant,201303MOP,Pharmaceutical Sciences,Development and validation of a new adrenergic receptor tracer,"$261,289 ",$0 ,2 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2013/10/01,"adrenergic receptor, tracer",0,zN/A,0,zN/A,1996,964
"Douglas, Kevin S","Simon Fraser University (Burnaby, B.C.)",British Columbia,Operating Grant,200809MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health - A","Toward Reducing the Risk for Violence-Related Adverse Events among People with Major Mental Disorders: A Prospective, Repeated-Measures Study","$710,376 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2009/04/01,"Violence, Mental Disorders, Adverse Events",0,zN/A,0,zN/A,1997,965
"Douketis, James D",McMaster University,Ontario,Operating Grant,201309MOP,Clinical Investigation - D: Cardiovascular Systems,Perioperative New Oral Anticoagulant Study,"$2,039,986 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2014/04/01,"Oral anticoagulant, perioperative",0,zN/A,0,zN/A,1998,966
"Dowling, James",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201403MOP,Cell Biology & Mechanisms of Disease,Regulators of PI3P metabolism in skeletal muscle development and as modifiers of myotubular myopathy.,"$462,075 ",$0 ,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,2014/10/01,"PI3P, skeletal muscle, myopathy",0,zN/A,0,zN/A,1999,967
"Dowling, James",Hospital for Sick Children (Toronto),Ontario,Operating Grant: North America Re:Rare,201605NAF,Operating Grant: North America Re: Rare,TAM4MTM:  Tamoxifen therapy for myotubular myopathy,"$117,000 ",$0 ,3 yrs 0 mth ,Genetics,8/1/2016,"Tamoxifen, myotubular myopathy",0,zN/A,0,zN/A,2000,967
"Dowling, James",Hospital for Sick Children (Toronto),Ontario,Project Grant,202203PJT,Movement & Exercise,The role of SPEG (Striated muscle preferentially expressed protein kinase) in skeletal muscle development and human muscle disease,"$918,000 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2022/10/01,"SPEG, muscle, kinase",0,zN/A,0,zN/A,2001,967
"Dowling, James",Hospital for Sick Children (Toronto),Ontario,Project Grant,202210PJT,Movement & Exercise,Therapy development for X-linked myotubular myopathy,"$100,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,2023/03/01,"X-linked, myotubular, myopathy",0,zN/A,0,zN/A,2002,967
"Dowling, James",Hospital for Sick Children (Toronto),Ontario,Project Grant,202303PJT,Movement & Exercise,Therapy development for X-linked myotubular myopathy,"$956,250 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2023/10/01,"X-linked, myotubular, myopathy",0,zN/A,0,zN/A,2003,967
"Downar, Jonathan",University Health Network (Toronto),Ontario,Project Grant,201803PJT,Behavioural Sciences - B-2,Using resting-state fMRI prospectively to predict the optimal stimulation site and improve treatment outcomes for rTMS in major depression,"$910,350 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2018/10/01,"resting-state fMRI, stimulation site, depression",1,Ampa Inc.,1,C-suite,11,968
"Downar, Jonathan",University Health Network (Toronto),Ontario,Operating Grant,201403MOP,Behavioural Sciences - B-2,Identifying fMRI and clinical predictors of treatment outcome for conventional and theta-burst repetitive transcranial magnetic stimulation in major depressive disorder,"$606,651 ",$0 ,4 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2014/10/01,"fMRI, transcranial magnetic stimulation, depression",2,zN/A,0,zN/A,2004,968
"Downar, Jonathan",University Health Network (Toronto),Ontario,Project Grant,201710PJT,Behavioural Sciences - B: Clinical Behavioural Sciences,Using resting-state fMRI prospectively to predict the optimal stimulation site and improve treatment outcomes for rTMS in major depression,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",2018/03/01,"resting-state fMRI, stimulation site, depression",0,zN/A,0,zN/A,2005,968
"Downey, Michael S",University of Ottawa,Ontario,Project Grant,202010PJT,Biochemistry & Molecular Biology - B,Lysine polyphosphorylation as a regulator of bacterial stress,"$722,925 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2021/03/01,"lysine, polyphosphorylation, bacteria",0,zN/A,0,zN/A,2006,969
"Doyon, Julien","CIUSSS du Centre-Sud-de-l'ele-de-Montreal (Montreal, Quebec)",Quebec,Operating Grant,200903MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Effects of sleep and aging in the consolidation of motor memories,"$691,641 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2009/10/01,"sleep, aging, motor memories",0,zN/A,0,zN/A,2007,970
"Doyon, Julien","CIUSSS du Centre-Sud-de-l'ele-de-Montreal (Montreal, Quebec)",Quebec,Operating Grant,201403MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Sleep and motor learning consolidation and reconsolidation,"$678,036 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2014/10/01,"sleep, motor learning, consolidation",0,zN/A,0,zN/A,2008,970
"Doyon, Julien",McGill University,Quebec,Project Grant,202003PJT,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Characterizing and comparing sleep-related consolidation neurophysiological mechanisms for procedural and declarative memories,"$906,526 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2020/10/01,"sleep, neurophysiological, consolidation",0,zN/A,0,zN/A,2009,970
"Doyon, Yannick",Universite Laval,Quebec,Operating Grant,201403MOP,Genetics,In vivo genome editing as a novel class of human therapeutics to treat pediatric metabolic disorders,"$644,851 ",$0 ,5 yrs 0 mth ,Genetics,2014/10/01,"genome editing, human therapeutics, metabolic disorders",2,zN/A,0,zN/A,2010,971
"Doyon, Yannick",Universite Laval,Quebec,Project Grant,201903PJT,Genetics,"Orthologous CRISPR-Cas9 systems for genome editing: discovery, characterization and development for novel biotechnological applications.","$937,126 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2019/10/01,"CRISPR, genome editing, Cas9",2,zN/A,0,zN/A,2011,971
"Dragomir, Alice",Universite de Montreal,Quebec,Project Grant,202403PJT,Health Services Evaluation & Interventions Research 2,Create timely real-world evidence and economic evaluations to improve decisions for patients with prostate cancer,"$638,776 ",$0 ,4 yrs 0 mth ,Health Services and Policy Research,2024/10/01,"real-world evidence, economic evaluations, prostate cancer",0,zN/A,0,zN/A,2012,972
"Drapeau, Pierre",Universite de Montreal,Quebec,Operating Grant,201209MOP,Genetics,Synaptic targets for therapeutic protection of motor function in a genetic model of ALS,"$664,370 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2013/04/01,"synaptic, motor function, ALS",0,zN/A,0,zN/A,2013,973
"Drapeau, Pierre",Universite de Montreal,Quebec,Operating Grant,201303MOP,Molecular & Cellular Neurosciences - B,Chloride homeostasis in neural development and disease,"$763,056 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2013/10/01,"Chloride, homeostasis, neural",0,zN/A,0,zN/A,2014,973
"Drapeau, Pierre",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Project Grant,201709PJT,Genetics 2,Simple genetic models of neurodegeneration,"$864,450 ",$0 ,5 yrs 0 mth ,Genetics,2018/04/01,"genetic, neurodegeneration, models",0,zN/A,0,zN/A,2015,973
"Drapeau, Vicky",Universite Laval,Quebec,Project Grant,202010PJT,"Nutrition, Food & Health",A non-restrictive approach to facilitate appetite control and long-term  body weight loss in individuals with obesity: can we do better?,"$749,700 ",$0 ,4 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2021/03/01,"appetite control, body weight, obesity",1,zN/A,0,zN/A,2016,974
"Draper, Jonathan S",McMaster University,Ontario,Operating Grant,201303MOP,Developmental Biology,Regulation of pluripotency and differentiation in human stem cells,"$575,912 ",$0 ,5 yrs 0 mth ,Genetics,2013/10/01,"pluripotency, differentiation, stem cells",0,zN/A,0,zN/A,2017,975
"Drew, Trevor B",Universite de Montreal,Quebec,Operating Grant,201109MOP,Movement & Exercise,Cortical and subcortical mechanisms contributing to the control of visually-guided locomotion in the cat,"$816,044 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2012/04/01,"cortical, subcortical, locomotion",0,zN/A,0,zN/A,2018,976
"Drew, Trevor B",Universite de Montreal,Quebec,Operating Grant,201303MOP,Movement & Exercise,Neural control of posture and movement,"$850,380 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2013/10/01,"Neural, posture, movement",0,zN/A,0,zN/A,2019,976
"Drew, Trevor B",Universite de Montreal,Quebec,Project Grant,201709PJT,Movement & Exercise,Cortical contributions to visually-guided locomotion in the cat,"$1,124,550 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2018/04/01,"cortical, locomotion, visually-guided",0,zN/A,0,zN/A,2020,976
"Drogemoller, Britt I",University of Manitoba,Manitoba,"Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",202102MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",The use of genomics-driven drug repurposing to prevent cisplatin-induced ototoxicity in pediatric oncology patients,"$105,000 ",$0 ,3 yrs 0 mth ,Genetics,4/1/2021,"genomics, drug repurposing, ototoxicity",0,zN/A,0,zN/A,2021,977
"Drolet, Guy",Universite Laval,Quebec,Operating Grant,200809MOP,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,Neurobiology of resilience and vulnerability to chronic stress: Involvement of endogenous opioid circuitry,"$701,495 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2009/04/01,"neurobiology, opioid, stress",0,zN/A,0,zN/A,2022,978
"Dror, Yigal",Hospital for Sick Children (Toronto),Ontario,Operating Grant,200909MOP,Experimental Medicine,Genome-wide analysis of bone marrow failure-related genetic alterations in inherited bone marrow failure syndromes,"$356,840 ",$0 ,3 yrs 0 mth ,Genetics,2010/04/01,"genome, bone marrow, genetic alterations",0,zN/A,0,zN/A,2023,979
"Dror, Yigal",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201209MOP,"Hematology, Digestive Disease & Kidney",Inherited bone marrow failure syndromes: from genomic discoveries to biology,"$760,000 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2013/04/01,"bone marrow, genetics, syndromes",0,zN/A,0,zN/A,2024,979
"Dror, Yigal",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201303MOP,"Hematology, Digestive Disease & Kidney",Deciphering the pathobiology of Shwachman Diamond syndrome hematopoietic failure using induced pluripotent stem cells,"$430,237 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2013/10/01,"Shwachman Diamond syndrome, hematopoietic failure, induced pluripotent stem cells",0,zN/A,0,zN/A,2025,979
"Dror, Yigal",Hospital for Sick Children (Toronto),Ontario,Project Grant,202104PJT,"Hematology, Digestive Disease & Kidney","Ribosome impairments, translation and bone marrow failure","$901,170 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2021/10/01,"ribosome, translation, bone marrow failure",0,zN/A,0,zN/A,2026,979
"Drouin, Jacques",Institut de recherches cliniques de Montreal,Quebec,Operating Grant,201203MOP,Developmental Biology,Mechanisms of limb specification,"$859,005 ",$0 ,5 yrs 0 mth ,Genetics,2012/10/01,"limb, specification",0,zN/A,0,zN/A,2028,980
"Drouin, Jacques",Institut de recherches cliniques de Montreal,Quebec,Operating Grant,201203MOP,Endocrinology,Pathways controlling POMC cell function and transcription,"$737,395 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2012/10/01,"POMC, cell function, transcription",0,zN/A,0,zN/A,2029,980
"Drouin, Jacques",Institut de recherches cliniques de Montreal,Quebec,Operating Grant,201209MOP,Biochemistry & Molecular Biology - B,Transcriptional and epigenetic mechanisms for differentiation of pituitary POMC cells,"$841,860 ",$0 ,5 yrs 0 mth ,Genetics,2013/04/01,"transcriptional, epigenetic, pituitary",0,zN/A,0,zN/A,2030,980
"Drouin, Jacques",Institut de recherches cliniques de Montreal,Quebec,Project Grant,202403PJT,Biochemistry & Molecular Biology - B,How do pioneer factors open chromatin?,"$1,235,476 ",$0 ,5 yrs 0 mth ,Genetics,2024/10/01,"pioneer factors, chromatin, open",0,zN/A,0,zN/A,2031,980
"Drouin, Olivier","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Quebec,Project Grant,202104PJT,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",Improving adherence to controller medication in children with asthma - the unexplored contribution of behavioural sciences,"$378,675 ",$0 ,4 yrs 0 mth ,"Human Development, Child and Youth Health",2021/10/01,"controller, medication, asthma",0,zN/A,0,zN/A,2032,981
"Drouin, Olivier","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Quebec,Project Grant,202309PJT,"Public, Community & Population Health",Effectiveness of integrated screening and facilitated referral to smoking cessation resources with health navigators for parents with unmet social needs - The CanCEASE randomized controlled trial,"$1,044,228 ",$0 ,6 yrs 0 mth ,Population and Public Health,2024/04/01,"smoking cessation, health navigators, screening",0,zN/A,0,zN/A,2033,981
"Drouin-Chartier, Jean-Philippe",Universite Laval,Quebec,Project Grant,202104PJT,"Nutrition, Food & Health",Unravelling the Impact of Diet on Cardiovascular Health in Heterozygous Familial Hypercholesterolemia: a Metabolomic Approach.,"$677,024 ",$0 ,4 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2021/10/01,"Diet, Cardiovascular, Hypercholesterolemia",0,zN/A,0,zN/A,2027,982
"Drucker, Aaron M",Women's College Hospital (Toronto),Ontario,Project Grant,202104PJT,Clinical Investigation - B 2,Safety of systemic treatment in older adults with psoriatic disease,"$248,626 ",$0 ,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,2021/10/01,"systemic, psoriatic, safety",0,zN/A,0,zN/A,2034,983
"Drucker, Daniel J",Sinai Health System (Toronto),Ontario,Operating Grant,200809MOP,Metabolism,Elucidation of novel mechanisms of glucagon action,"$737,930 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2009/04/01,"glucagon, mechanisms, action",7,zN/A,0,zN/A,2035,984
"Drucker, Daniel J",Sinai Health System (Toronto),Ontario,Operating Grant,201109MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Gipr and the control of glucose homeostasis,"$782,115 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2012/04/01,"Gipr, glucose, homeostasis",0,zN/A,0,zN/A,2036,984
"Drucker, Daniel J",Sinai Health System (Toronto),Ontario,Operating Grant,201203MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Enteroendocrine control of nutrient assimilation,"$809,625 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2012/10/01,"Enteroendocrine, nutrient, assimilation",0,zN/A,0,zN/A,2037,984
"Drucker, Daniel J",Sinai Health System (Toronto),Ontario,Operating Grant,201403MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Glucagon receptor and the control of metabolism,"$749,366 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2014/10/01,"Glucagon receptor, metabolism",1,zN/A,0,zN/A,2038,984
"Drucker, Daniel J",Sinai Health System (Toronto),Ontario,Operating Grant,201503MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders 2",Molecular and cellular mechanisms of dipeptidyl peptidase-4 action,"$415,554 ",$0 ,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2015/10/01,"molecular, cellular, dipeptidyl peptidase-4",2,zN/A,0,zN/A,2039,984
