Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,outcome_data,last_updated,title_keywords
"Berman, Jason N",IWK Health Centre (Halifax),Nova Scotia,Operating Grant - PA: Regional Partnership Program - Nova Scotia,201103RNS,Cancer Progression & Therapeutics,Molecular interrogation and a small molecule screen of NUP98-HOXA9 induced AML in the zebrafish,"$168,452",$0,,,3 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER; BLOOD,2011-10-01,2014-09-30,0,,,"NUP98-HOXA9, small molecule, AML"
"Berman, Jason N",IWK Health Centre (Halifax),Nova Scotia,Operating Grant,201209MOP,Cancer Progression & Therapeutics,New insights into mast cell development and contribution to malignant progression - further exploitation of the zebrafish model,"$565,415",$0,,,4 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER; IMMUNOLOGY-TRANSPLANTATION,2013-04-01,2017-03-31,0,,,"mast cell, zebrafish, malignant progression"
"Berman, Jason N",IWK Health Centre (Halifax),Nova Scotia,Project Grant,201903PJT,Cancer Progression & Therapeutics,Using the zebrafish as a model for chemoprevention for TP53 mutation carriers,"$845,326",$0,,,5 yrs 0 mth ,Cancer Research,"Genetics-Molecular and Functional Genetics and Epigenetics; Cancer-Pediatric Cancer; Pharmacological, Toxicological and Pharmaceutical Sciences-Translational and Clinical Pharmacology",2019-10-01,2024-09-30,0,,,"zebrafish, chemoprevention, TP53"
"Berman, Jason N",IWK Health Centre (Halifax),Nova Scotia,Operating Grant,200909MOP,Cancer Biology & Therapeutics,Zebrafish as an in vivo model of vertebrate mast cell development and systemic mastocytosis,"$295,157",$0,,,3 yrs 0 mth ,Cancer Research,BLOOD; LEUKAEMIAS; CANCER,2010-04-01,2013-03-31,0,,,"zebrafish, mast cell, systemic mastocytosis"
"Bernard, Nicole F",Research Institute of the McGill University Health Centre,Quebec,Catalyst Grant: Innovation in HIV Vaccine and HIV Cure Research,201211CHR,HIV Vaccine and Cure Research,Determinants of the functional cure profile observed in HIV infected Elite Controllers.,"$100,000",$0,,,1 yr 0 mth ,Infection and Immunity,AIDS; VIRAL; IMMUNOLOGY-TRANSPLANTATION; VIROLOGY,2013-03-01,2014-02-28,0,,,"HIV, Elite Controllers, functional cure"
"Bernard, Nicole F",Research Institute of the McGill University Health Centre,Quebec,Operating Grant - Priority Announcement: Canadian HIV Vaccine Initiative,200809HVI,Virology & Viral Pathogenesis,The functional profile of NK cells in HIV exposed uninfected subjects: Association with carriage of NK receptor-HLA ligand genotypes.,"$440,604",$0,,,3 yrs 0 mth ,Infection and Immunity,AIDS; VIRAL; IMMUNOLOGY-TRANSPLANTATION; VIROLOGY,2009-04-01,2012-03-31,0,,,"NK cells, HLA ligand, genotypes"
"Bernasconi, Andrea",McGill University,Quebec,Operating Grant,201003MOP,Medical Physics & Imaging,Magnetic resonance imaging of epilepsy,"$704,014",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",EPILEPSY; IMAGING; NERVOUS SYSTEM,2010-10-01,2015-09-30,0,,,"Magnetic resonance imaging, epilepsy"
"Berthod, Franeois",Universite Laval,Quebec,Operating Grant,201003MOP,Biomedical Engineering,Peau reconstruite par genie tissulaire: etude de l'influence de l'innervation cutanee sur la guerison des plaies,"$447,139",$0,,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,"SKIN AND SUBCUTANEOUS TISSUS; INJURY, REGENERATION; CELL BIOLOGY; BIOCHEMISTRY",2010-10-01,2013-09-30,0,,,"tissulaire, innervation, plaies"
"Berthod, Franeois",Universite Laval,Quebec,Project Grant,202010PJT,Biomedical Engineering,Reparation des lesions des nerfs peripheriques par genie tissulaire,"$1,143,675",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Biomedical Engineering-Regenerative Medicine and Tissue Engineering,2021-04-01,2026-03-31,0,,,"nerfs, tissulaire, lesions"
"Berthod, Franeois",Universite Laval,Quebec,Operating Grant - PA: INMHA (bridge funding),201503INO,Biomedical Engineering,Strategies de reparation des transsections des nerfs peripheriques par genie tissulaire,"$100,000",$0,,,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction","INJURY, REGENERATION; NONE OF THE ABOVE; CELL BIOLOGY; NERVOUS SYSTEM",2016-07-01,2021-06-30,0,,,"nerfs, tissulaire, reparation"
"Bertrand, Richard",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Operating Grant,200903MOP,Cancer Biology & Therapeutics,Bcl-xL regulation and function during G2 and mitotic spindle assembly checkpoints,"$612,420",$0,,,5 yrs 0 mth ,Cancer Research,NEOPLASMS; CANCER THERAPY GENERAL; CANCER; MOLECULAR BIOLOGY,2009-10-01,2014-09-30,0,,,"Bcl-xL, mitotic spindle, checkpoints"
"Beug, Shawn T",Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Project Grant,201909PJT,Cancer Progression & Therapeutics 2,Targeted immunotherapy for the treatment of brain cancer,"$772,650",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2020-04-01,2025-03-31,1,,,"immunotherapy, brain cancer"
"Bhattacharjee, Rabindra",London Health Sciences Centre Res. Inc. (Ont.),Ontario,Project Grant,202209PJT,Biomedical Engineering 2,Drug repositioning in a simulated ischemia-reperfusion injury model for the preservation of donor kidneys at room temperature,"$344,250",$0,,,3 yrs 0 mth ,Circulatory and Respiratory Health,Methods Development and Modelling-Quantitative Methods Development for Health Research,2023-04-01,2026-03-31,0,,,"drug repositioning, ischemia-reperfusion injury, kidney preservation"
"Bizheva, Kostadinka K",University of Waterloo (Ontario),Ontario,Project Grant,202309PJT,Medical Physics & Imaging,"Non-contact, high-resolution optical approach to assessing retinal neurovascular coupling in the healthy and glaucomatous retina","$715,275",$0,,,5 yrs 0 mth ,Aging,"Biomedical Engineering-Biomedical Imaging; Neurosciences-Sensory Systems (including visual, auditory and pain); Neurosciences-Neurodegeneration; Aging - related to neurodegeneration of the visual system",2024-04-01,2029-03-31,0,,,"retinal, neurovascular, optical"
"Bizheva, Kostadinka K",University of Waterloo (Ontario),Ontario,Project Grant,202104PJT,Medical Physics & Imaging,Optical system for in-vivo imaging and label-free identification of stem cells in the human corneo-scleral limbus for treatment of corneal blindness,"$592,876",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction","Biomedical Engineering-Biomedical Imaging; Neurosciences-Sensory Systems (including visual, auditory and pain)",2021-10-01,2026-09-30,0,,,"optical, imaging, stem cells"
"Blades, Michael W",University of British Columbia,British Columbia,"Catalyst Grant: Invention and High-Risk, High-Benefit Research",201003NHG,"Inventions, Technologies, or High Risk Grants",A New Tool for the Comprehensive Analysis of Peptides and Proteins in Biological and Biomedical Research,"$300,000",$0,,,3 yrs 0 mth ,Genetics,"MULTIPLE DISEASE RELEVANCE; QUALITATIVE METHODS; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; BIOPHYSICS",2010-10-01,2013-09-30,0,,,"peptides, proteins, analysis"
"Blakney, Anna",University of British Columbia,British Columbia,Project Grant,202303PJT,Biomedical Engineering 2,Engineering next-generation self-amplifying RNA therapeutics encoding bispecific T cell engager (BiTE) antibodies for treatment of ovarian cancer,"$795,600",$0,,,5 yrs 0 mth ,Infection and Immunity,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Cancer-Cancer Drug Development and Therapeutics",2023-10-01,2028-09-30,0,,,"RNA, bispecific T cell engager, ovarian cancer"
"Blank, Volker",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Operating Grant,201203MOP,Cancer Biology & Therapeutics,Regulation and function of NFE2L3: linking transcription factor activity to carcinogenesis.,"$683,860",$0,,,5 yrs 0 mth ,Cancer Research,NEOPLASMS; CARCINOGENS (INCL ENVIRONMENTAL); CANCER; MOLECULAR BIOLOGY,2012-10-01,2018-03-31,0,,,"NFE2L3, transcription factor, carcinogenesis"
"Blank, Volker",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,202203PJT,Cancer Biology & Therapeutics 2,Regulation and function of NFE2L3: linking transcription factor activity to colorectal cancer,"$906,526",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Mechanisms of Carcinogenesis; Molecular, Cellular and Systems Biology-Molecular Biology",2022-10-01,2027-09-30,0,,,"NFE2L3, transcription factor, colorectal cancer"
"Bobyn, John D",Research Institute of the McGill University Health Centre,Quebec,Operating Grant,200809MOP,Biomedical Engineering,Characterization and efficacy of bisphosphonate eluting orthopaedic implants,"$321,624",$0,,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; ARTHRITIS/OSTEOARTHRITIS; MUSCLE, BONE, OR JOINT; DRUG RESEARCH",2009-04-01,2012-03-31,1,,,"bisphosphonate, orthopaedic implants, eluting"
"Boffa, Michael B",Western University (Ontario),Ontario,Project Grant,202010PJT,Cancer Progression & Therapeutics,"Development of a Novel Therapy to Prevent Breast Cancer Metastasis: Modulation of TAFI, a Master Regulator of Extracellular Proteolysis","$722,925",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Molecular, Cellular and Systems Biology-Biochemistry; Cancer - Cancer Drug Development and Therapeutics",2021-04-01,2026-03-31,0,,,"Breast cancer, metastasis, TAFI"
"Boisvert, Francois-Michel",Universite de Sherbrooke,Quebec,Operating Grant,201203MOP,Cancer Biology & Therapeutics,Subcellular Redistribution of Proteins Following DNA Damage: A Role for the MCM Complex in DNA Repair.,"$394,992",$0,,,3 yrs 0 mth ,Cancer Research,"CANCER THERAPY GENERAL; ENVIRONMENTAL INFLUENCES ON HEALTH; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; CELL BIOLOGY",2012-10-01,2015-09-30,0,,,"Proteins, DNA repair, MCM complex"
"Boisvert, Francois-Michel",Universite de Sherbrooke,Quebec,Operating Grant - PA: Cancer Research (bridge funding),201109IC1,Cancer Biology & Therapeutics,Subcellular Redistribution of Proteins Following DNA Damage: A Role for the MCM-ASF1 Complex in DNA Repair.,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,"CANCER THERAPY GENERAL; ENVIRONMENTAL INFLUENCES ON HEALTH; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; CELL BIOLOGY",2012-03-01,2013-02-28,0,,,"Proteins,DNA Repair,MCM-ASF1"
"Boivin, Guy",Universite Laval,Quebec,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Innovative therapeutic approaches for the 2019-novel coronavirus,"$894,910",$0,,,2 yrs 0 mth ,Infection and Immunity,VIRAL; PNEUMONIA; VIROLOGY; DRUG RESEARCH,2020-04-01,2022-03-31,2,,,"therapeutic, coronavirus, 2019-novel"
"Bolduc, Stephane",Universite Laval,Quebec,Operating Grant,200809MOP,Biomedical Engineering,La methode d'auto-assemblage pour l'elaboration de tissus urologiques autologues reconstruits par genie tissulaire.,"$388,428",$0,,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,"GENITO/URINARY SYSTEM; INJURY, REGENERATION; RENAL FUNCTION, NEPHROLOGY, UROLOGY",2009-04-01,2012-03-31,0,,,"auto-assemblage, tissus, génie tissulaire"
"Bolduc, Stephane",Universite Laval,Quebec,Operating Grant,201109MOP,Biomedical Engineering,Reconstruction de tissus urologiques par genie tissulaire.,"$727,135",$0,,,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,"GENITO/URINARY SYSTEM; INJURY, REGENERATION; RENAL FUNCTION, NEPHROLOGY, UROLOGY; CELL BIOLOGY",2012-04-01,2017-03-31,0,,,"tissus, génie tissulaire, reconstruction"
"Bolduc, Stephane",Universite Laval,Quebec,Project Grant,201709PJT,Biomedical Engineering,Tissue Engineering of a functional Urethra for Autologous Reconstruction.,"$562,276",$0,,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Digestive, Endocrine and Excretory Systems-Nephrology and Urology; Molecular, Cellular and Systems Biology-Cell Biology and Physiology",2018-04-01,2022-03-31,0,,,"Tissue Engineering, Urethra, Autologous"
"Bolduc, Stephane",Universite Laval,Quebec,Project Grant - PA: Sex and Gender in Health Research (Bridge funding),202010PJX,Biomedical Engineering,"Tissue-engineered solutions for uro-genital reconstruction, and replacing banned synthetic meshes.","$100,000",$0,,,1 yr 0 mth ,Gender and Health,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Reproduction and Development-Developmental Biology and Organogenesis; Molecular, Cellular and Systems Biology-Cell Biology and Physiology",2021-10-01,2026-09-30,0,,,"tissue-engineered, uro-genital, synthetic meshes"
"Bolduc, Stephane",Universite Laval,Quebec,Project Grant,202104PJT,Biomedical Engineering,"Tissue-engineered solutions for uro-genital reconstruction, and replacing banned synthetic meshes.","$868,276",$0,,,5 yrs 0 mth ,Gender and Health,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Reproduction and Development-Developmental Biology and Organogenesis; Molecular, Cellular and Systems Biology-Cell Biology and Physiology",2021-10-01,2026-09-30,0,,,"tissue-engineered, uro-genital, synthetic meshes"
"Bolduc, Stephane",Universite Laval,Quebec,Project Grant - PA: Sex and Gender in Health Research (Bridge funding),202403PJX,Biomedical Engineering 2,"Urethral reconstruction using tissue engineering, final steps towards clinical translation","$100,000",$0,,,1 yr 0 mth ,Gender and Health,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Digestive, Endocrine and Excretory Systems-Nephrology and Urology; Reproduction and Development-Developmental Biology and Organogenesis",2024-10-01,2025-09-30,0,,,"urethral, tissue engineering, clinical"
"Bolduc, Stephane",Universite Laval,Quebec,Project Grant,202409PJT,Biomedical Engineering 2,"Urethral reconstruction using tissue engineering, final steps towards clinical translation","$1,373,175",$0,,,5 yrs 0 mth ,Gender and Health,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Digestive, Endocrine and Excretory Systems-Nephrology and Urology; Reproduction and Development-Developmental Biology and Organogenesis",2024-10-01,2025-09-30,0,,,"urethral, tissue engineering, clinical"
"Bordeleau, Franeois",Universite Laval,Quebec,Project Grant - Priority Announcement: Early Detection/Cancer Prevention,202209DCP,Cancer Progression & Therapeutics,Hepatic stellate cells as a driver of the pre-metastatic niche in uveal melanoma,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Cancer-Cancer Progression and Metastasis; Molecular, Cellular and Systems Biology-Cell Biology and Physiology",2023-03-01,2024-02-29,0,,,"hepatic stellate cells, pre-metastatic niche, uveal melanoma"
"Bouchard, Maxime L",McGill University,Quebec,Operating Grant,201303MOP,Cancer Biology & Therapeutics,Role of Gata3 in prostate stem cells and cancer,"$767,453",$0,,,5 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; GENITO/URINARY SYSTEM; CANCER; GENETICS,2013-10-01,2018-09-30,0,,,"Gata3, prostate, stem cells"
"Boucher, Marie-Josee",Universite de Sherbrooke,Quebec,Operating Grant - PA: Cancer Research (bridge funding),200909IC1,Cancer Progression & Therapeutics,Cooperation between the Notch and the kRas signaling pathways in pancreatic cancer progression.,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,GASTRO-INTESTINAL CANCER; GASTRO-INTESTINAL CANCER THERAPY; CANCER; GASTROINTESTINAL (LIVER),2010-10-01,2015-09-30,0,,,"Notch, kRas, pancreatic cancer"
"Boudreau, Denis",Universite Laval,Quebec,Operating Grant: COVID-19 - Diagnostics,202002OV1,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Development of a portable point-of-care device for rapid testing of SARS-CoV-2,"$1,000,000",$0,,,2 yrs 0 mth ,Infection and Immunity,,2020-04-01,2022-03-31,0,,,"portable, point-of-care, SARS-CoV-2"
"Bouffet, Eric",Hospital for Sick Children (Toronto),Ontario,Project Grant,201909PJT,Cancer Progression & Therapeutics,Combined MEK inhibition and metronomic chemotherapy for recurrent/refractory paediatric low grade gliomas,"$1,526,175",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Pediatric Cancer,2020-04-01,2025-03-31,0,,,"MEK inhibition, chemotherapy, gliomas"
"Bouffet, Eric",Hospital for Sick Children (Toronto),Ontario,Project Grant,202209PJT,Cancer Progression & Therapeutics,"Upfront Adaptive Immunotherapy Approach for Hypermutant Glioblastoma in Children, Adolescents and Young Adults","$1,377,000",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Cancer-Clinical Oncology,2023-04-01,2028-03-31,0,,,"Adaptive Immunotherapy, Glioblastoma, Hypermutant"
"Bourgeois-Daigneault, Marie-Claude",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Project Grant,202010PJT,Cancer Biology & Therapeutics,"To uncover, understand and exploit the estrogen-oncolytic virus crosstalk to improve therapy","$768,825",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2021-04-01,2026-03-31,0,,,"estrogen, oncolytic virus, crosstalk"
"Boutopoulos, Christos",CIUSSS Est-de-l'Ile-de- Montreal-Maisonneuve Rosemont,Quebec,Project Grant,202109PJT,Medical Physics & Imaging,An OCT-controlled system for precise and reproducible subretinal drug injection in mice,"$179,775",$0,,,2 yrs 6 mths ,Genetics,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Biomedical Engineering-Biomedical Imaging",2022-04-01,2024-09-30,0,,,"OCT, subretinal injection, mice"
"Boutros, Paul C","Ontario Institute for Cancer Research (Toronto, Ontario)",Ontario,Project Grant,201709PJT,Cancer Progression & Therapeutics,The evolution of prostate cancer,"$1,147,500",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2018-04-01,2023-03-31,6,,,prostate cancer
"Boycott, Kym M",Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Advancing Technology Innovation Through Discovery,201010ATE,Special Cases,Finding of Rare Disease Genes in Canada (FORGE CANADA),"$1,225,000",$0,,,1 yr 0 mth ,,,2010-12-01,2012-05-31,0,,,"Rare disease, Genes, Canada"
"Boyd, Steven K",University of Calgary,Alberta,Operating Grant,201003MOP,Biomedical Engineering,A biomedical engineering approach to investigating bone quality across the lifespan,"$629,550",$0,,,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,"OSTEOPOROSIS; MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT; HEALTH RESEARCH",2010-10-01,2015-09-30,0,,,"biomedical engineering, bone quality, lifespan"
