Name,Institution_Paid,Province,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External Funding,External Funding Partner,Term_Years_Months
"Amon, Cristina; Keating, Armand; Waddell, Thomas K",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Advanced Bioreactors for Evaluation and Systematic Optimization of Decellularization and Recellularization of the Lung and Trachea,"$291,825","$52,100",,,3 yrs 0 mth 
"Falk, Bareket; Cheung, Stephen",Brock University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,"Pressure Sore Risk Management in Children with Cerebral Palsy: Local and Whole Body Thermoregulation Strategies, Material Interface and Care Protocols","$292,623",$0,,,3 yrs 0 mth 
"Graham, Thomas C","Queen's University (Kingston, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,CP Cycle to Fun,"$292,989",$0,,,3 yrs 0 mth 
"Tang, Shuo; Macaulay, Calum E",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Handheld Multiphoton Imaging Device for Detecting Oral Cancer,"$294,250",$0,,,3 yrs 0 mth 
"Young, Robert N","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Optimization of novel dual action prodrugs for treatment of osteoporosis,"$294,500",$0,,,3 yrs 0 mth 
"Chiao, Mu",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,A MEMS-based ocular drug delivery device,"$295,641",$0,,,3 yrs 0 mth 
"Tibbits, Glen F","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Optical mapping of the neonate heart to determine the etiology of Junctional Ectopic Tachycardia,"$297,150",$0,,,3 yrs 0 mth 
"Musselman, Kristin E; Alizadeh-Meghrazi, Milad; Masani, Kei",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,"Development and validation of a clinically feasible, novel therapy for improving standing balance and reducing falls","$297,385","$4,064",,,3 yrs 0 mth 
"Lerouge, Sophie; Antoniou, John; Mwale, Fackson; Wagnac, Eric",École de technologie supérieure (Montréal),Quebec,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Injectable bioactive hydrogel for the regeneration of intervertebral disc,"$298,387",$0,,,3 yrs 0 mth 
"Chung, Hyun-Joong; Rieger, Jana M",University of Alberta,Alberta,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Skin Adhesive Smart Patch to Monitor Hydration Status in Real-Time,"$298,552",$0,,,3 yrs 0 mth 
"Petel, Oren; Hoshizaki, Thomas B",Carleton University (Ottawa),Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,The development of a next-generation polymeric headform surrogate for concussion and helmet evaluation,"$298,928",$0,,,3 yrs 0 mth 
"Yudin, Andrei; Schimmer, Aaron D",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a lead boron-containing ClpP inhibitor for AML therapy,"$299,046",$0,,,3 yrs 0 mth 
"Kandel, Rita A; Schubert, Carl; Toyserkani, Ehsan",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Biological Finger Joint Replacement,"$299,503",$0,,,3 yrs 0 mth 
"Nair, Parameswaran K; Brennan, John D",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,The development of an eosinophil-specific bioactive paper detection system,"$300,000",$0,,,3 yrs 0 mth 
"Dutz, Jan P; Hafeli, Urs O; Kollmann, Tobias R; Stoeber, Boris",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Transcutaneous microsphere vaccine technology,"$300,000",$0,,,3 yrs 0 mth 
"Takahata, Kenichi",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Smart Stents for Wireless Monitoring of Vascular Disease,"$300,032",$0,,,3 yrs 0 mth 
"Sun, Yu; Hamilton, Robert M; Maynes, Jason T",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Automated assays of gap junction functions and screening of drugs for rescuing conduction in heart tissues,"$300,938",$0,,,3 yrs 0 mth 
"Cloutier, Guy; Denault, André Y; Lesage, Frédéric",Université de Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Design of a bracelet embedding high-frequency ultrasound transducers to acquire venous blood echogenicity spectral data for patient monitoring,"$301,262",$0,,,3 yrs 0 mth 
"Meunier, Michel; Verhaegen, Marc; Cheriet, Farida; Trudel, Dominique",Polytechnique Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Improving the reliability of cytology diagnosis with immunoplasmonic multiplex labeling.,"$301,500",$0,,,3 yrs 0 mth 
"Hatzopoulou, Marianne; Goldberg, Mark S; Joseph, Lawrence; Weichenthal, Scott A",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Exploring the Development of Biologically-Weighted Multi-Pollutant Exposure Surfaces for the Evaluation of Air Pollution Health Effects,"$301,589",$0,,,3 yrs 0 mth 
"Cloutier, Guy; Soulez, Gilles",Université de Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Non-invasive shear strain ultrasound elastography of carotid atherosclerotic plaques for stroke prevention,"$302,077",$0,,,3 yrs 0 mth 
"Giroux, Sylvain; Bier, Nathalie",Université de Sherbrooke,Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Milieu d'hébergement intelligent pour la clientèle ayant une déficience physique avec prédominance cognitive : de l'implantation à l'évaluation,"$302,184",$0,,,3 yrs 0 mth 
"Drake, James M; Cheng, Hai-Ling M; Sivaloganathan, Sivabal",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Temperature measurement in cortical bone and bone marrow during magnetic resonance guided focused ultrasound thermo-therapy in a porcine model,"$302,342",$0,,,3 yrs 0 mth 
"Lerouge, Sophie; Ajji, Abdellah; De Crescenzo, Gregory; Merhi, Yahye; Soulez, Gilles; Wertheimer, Michael R",École de technologie supérieure (Montréal),Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Innovative vascular implants based on electrospinning and bioactive coatings,"$305,350",$0,,,3 yrs 0 mth 
"Prévost, Michèle; Brunet, Fabrice; Deziel, Eric; Quach-Thanh, Caroline",Polytechnique Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Re-engineering of the hospital sink environment to reduce transmission of multi-drug resistant opportunistic pathogens,"$306,167","$6,949",,,3 yrs 0 mth 
"Griffith, May C; Munger, Réjean J; Boutopoulos, Christos; Robert, Marie-Claude",Université de Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,The Liquid Cornea as an alternative to corneal transplantation: Pathway to Clinical trials,"$306,789","$14,300",,,3 yrs 0 mth 
"Piret, James M; Roy, Denis-Claude; Gopaluni, Bhushan; Levings, Megan K",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Bioprocess Engineering for Therapeutic T-cell Manufacturing,"$306,802",$0,,,3 yrs 0 mth 
"Sarunic, Marinko V; Molday, Robert S","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Optical imaging of retinal structure and function with cellular resolution,"$307,750",$0,,,3 yrs 0 mth 
"Dumont, Guy A; Ansermino, John M",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Closed-Loop Control of Anesthesia,"$309,194",$0,,,3 yrs 0 mth 
"Du, Caigan; Brooks, Donald E; Kizhakkedathu, Jayachandran N; Macleod, Kathleen M; Nguan, Christopher",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Hyperbranched polyglycerol-based colloid preservation solutions: Toward clinical applications,"$310,627",$0,,,3 yrs 0 mth 
"Chiao, Mu; Chou, Keng-Chang; Hamarneh, Ghassan; Nagamune, Ryozo; Tai, Isabella T; Zeng, Haishan",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a confocal endoscope for gastrointestinal cancer diagnosis,"$311,545",$0,,,3 yrs 0 mth 
"Krishnan, Sridhar",Toronto Metropolitan University,Toronto,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Signal analysis of T-wave alternans for predicting sudden cardiac deaths,"$311,988",$0,,,3 yrs 0 mth 
"Ma, Hongshen; Sheffield, William P; Scott, Mark D",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Deformability based Cell Sorting Enabling Quality Control of Stored Red Blood Cells,"$312,155",$0,,,3 yrs 0 mth 
"Phani, Srikantha A; Hsiang, York; Kizhakkedathu, Jayachandran N; Takahata, Kenichi",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Universal Smart Guided-Catheter Systems Based on Novel Shape Memory Polymer Brush Actuators for Minimally Invasive Vascular Surgery,"$313,100",$0,,,3 yrs 0 mth 
"Moriarty, Tara J; Simmons, Craig A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Screening technologies for identification of bacterial vascular dissemination inhibitors and testing of novel antibiotic-complementing therapeutic molecules,"$313,633",$0,,,3 yrs 0 mth 
"Lane, Pierre; Lam, Stephen","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Endoscopic optical coherence tomography and autofluorescence imaging for early cancer detection,"$314,005",$0,,,3 yrs 0 mth 
"Collins, Donald L",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Computational and statistical tools for image-guided neurosurgery of brain tumours,"$314,099",$0,,,3 yrs 0 mth 
"Bizheva, Kostadinka K; Sorbara, Luigina",University of Waterloo (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Intra-operative Optical Coherence Tomography for corneal transplant surgery in Keratoconus,"$314,970",$0,,,3 yrs 0 mth 
"Maurer, Daphne; Wong, Agnes",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Effective Vision Screening for Preschool Children,"$315,381",$0,,,3 yrs 0 mth 
"Freed, Darren H; Nobes, David S",University of Alberta,Alberta,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of an ex vivo heart perfusion system for pre-transplant preservation and evaluation of donor hearts,"$315,794",$0,,,3 yrs 0 mth 
"Simmons, Craig A; Lye, Stephen J; Santerre, Paul",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Biomaterial substrates for xeno- and feeder layer-free culture of human pluripotent stem cells,"$316,195",$0,,,3 yrs 0 mth 
"Maynes, Jason T; Deans, Robert; Coles, John G; Santerre, Paul",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Neonatal Stem Cell Secretomes as a Novel Regenerative Therapy for Heart Failure,"$318,560",$0,,,3 yrs 0 mth 
"Côté, Daniel; Munro, Chad R; Parent, Martin",Université Laval,Quebec,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Real-time multimodal tools for high resolution image-guided surgery and better treatment of Parkinson's disease,"$318,630",$0,,,3 yrs 0 mth 
"Ellis, Christopher G; Poepping, Tamie",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Noninvasive Functional Biomarker for Early Detection and Continuous Monitoring of Microvascular Dysfunction,"$319,446",$0,,,3 yrs 0 mth 
"Towler, Mark R; Schemitsch, Emil H",Toronto Metropolitan University,Toronto,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Transformative Bioglass Coatings for Surgical Applications.,"$320,161",$0,,,3 yrs 0 mth 
"Brunette, Isabelle; Alarcón, Emilio I; Griffith, May C",Université de Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Biosynthetic alternatives to human donor corneal transplantation,"$321,657",$0,,,3 yrs 0 mth 
"Brown, Eric D; Brennan, John D; Wright, Gerard D",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Pathway-specific cell-based high throughput screening for natural product antibiotics,"$322,238",$0,,,3 yrs 0 mth 
"Whyne, Cari M; Richards, Robin R; Razmjou, Helen",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Shifting the Paradigm in Home Physiotherapy: Implementation and Implications of Adherence Monitoring with Artificial Intelligence,"$322,322","$25,000",,,3 yrs 0 mth 
"Kizhakkedathu, Jayachandran N",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Novel antimircrobial and biofilm resistant coatings for urological and blood storage devices,"$323,547",$0,,,3 yrs 0 mth 
"Waspe, Adam C; Allard, Mathieu; Drake, James M",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Magnetic Resonance guided High Intensity Focused Ultrasound Therapy Platform for Perinatal Applications,"$325,250",$0,,,3 yrs 0 mth 
"Purdie, Thomas G; Jurisica, Igor",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Improving Quality and Patient Safety in Radiation Therapy by Integrating Multi-Disciplinary Criteria into an Artificial Intelligence System,"$325,530",$0,,,3 yrs 0 mth 
"Carson, Jeffrey J; Brackstone, Muriel",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Non-contact 3D photoacoustic/ultrasonic imaging for detecting the early response to neoadjuvant chemotherapy in breast cancer patients,"$325,780",$0,,,3 yrs 0 mth 
"Takahata, Kenichi; Hsiang, York; Kizhakkedathu, Jayachandran N; Mirabbasi, Shahriar",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Active Stent Based Endohyperthermia System for Inhibition of In-Stent Restenosis,"$325,935",$0,,,3 yrs 0 mth 
"Takahata, Kenichi; Harrah, Tim; Chew, Ben H; Lange, Dirk; Mirabbasi, Shahriar",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Intelligent Ureteral Stent System for Prevention of Renal Damage,"$326,860","$3,750",,,3 yrs 0 mth 
"De Koninck, Yves; Lévesque, Martin; Piche, Michel",Université Laval,Quebec,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,"Large-scale, high-resolution light-sheet microscope for whole brain connectomics","$326,994",$0,,,3 yrs 0 mth 
"Hoare, Todd R; Moquin, Paul H; Ask, Kjetil; Coombes, Brian K",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Designing Highly Porous Drug-Impregnated Polymer Scaffolds Using Pressurized Gas Expanded Liquids for the Treatment of Lung Fibrosis and Wound Infections,"$327,657","$7,500",,,3 yrs 0 mth 
"Tsang, Teresa S; Abolmaesumi, Purang",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,INformation FUSion for Echocardiography (INFUSE): A Novel Platform for Automatic Analysis of Echocardiography Data at Any Point-Of-Care,"$327,819",$0,,,3 yrs 0 mth 
"Pelletier, Joelle N; Masson, Jean-Francois",Université de Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Clinical evaluation of surface-plasmon resonance and nanoparticle-based fluorescent detection of serum biomarkers,"$328,059",$0,,,3 yrs 0 mth 
"Côté, Daniel",Université Laval,Quebec,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Optical guidance during neurosurgery for deep brain stimulation electrode implantation in the treatment of Parkinson's disease,"$336,750",$0,,,3 yrs 0 mth 
"Fichtinger, Gabor; Borschneck, Daniel; Jaeger, Melanie","Queen's University (Kingston, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Perk Tutor: Ultrasound-guided Needle Placement Training Platform,"$336,940",$0,,,3 yrs 0 mth 
"Adamson, Robert B; Bance, Manohar L",Dalhousie University (Nova Scotia),Nova Scotia,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Optical coherence tomography of the middle ear,"$337,717",$0,,,3 yrs 0 mth 
"Fichtinger, Gabor; Morris, Michael R; Berman, David M; Engel, Cecil J; Mousavi, Parvin; Takats, Zoltan","Queen's University (Kingston, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Robotically assisted real-time metabolomic navigation of breast conserving surgery,"$337,724","$13,988",,,3 yrs 0 mth 
"Capretta, Alfredo A; Savchenko, Alexei; Wright, Gerard D",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Overcoming Antibiotic Resistance Through the Inhibition of Aminoglycoside Phosphotransferases (APH).,"$338,199",$0,,,3 yrs 0 mth 
"Buschmann, Michael D; Batist, Gerald; Damha, Masad J; De Crescenzo, Gregory; Lesage, Frédéric; Mader, Sylvie N; Merzouki, Abderrazzak; Tardif, Jean-Claude",Polytechnique Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Chitosan-siRNA nanoparticles for gene silencing in Atherosclerosis and Cancer,"$339,912",$0,,,3 yrs 0 mth 
"Beg, Mirza Faisal; Maberley, David; Navajas, Eduardo; Sarunic, Marinko V","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,OCTSurfer - Advanced Imaging and Integrated Image Analysis Platform for 3D Optical Coherence Tomography Images of the Eye,"$341,410","$87,200",,,3 yrs 0 mth 
"Juncker, David; Mihalcioiu, Catalin; Omeroglu, ATILLA; Veres, Teodor",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Multidimensional separation isolation and characterization of circulating tumour cells,"$343,124",$0,,,3 yrs 0 mth 
"Shoichet, Molly S",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Bioengineered cell delivery system,"$344,130",$0,,,3 yrs 0 mth 
"Kelley, Shana O; Allan, Alison L; Irish, Jonathan C",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Analysis of Circulating Tumor Cell Heterogeneity Using a Multi-Marker Microscale Capture Approach as a tool in the Management and Treatment of Cancer,"$344,850",$0,,,3 yrs 0 mth 
"Chow, Chung-Wai; Ryan, Clodagh M; Valaee, Shahrokh",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Development of Machine Learning to Assess Lung Function Using Airway Oscillometry,"$347,441","$66,200",,,3 yrs 0 mth 
"Hamilton, Douglas W; Bagley, David; Rizkalla, Amin S",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Novel technologies for engineering closure of non-healing skin wounds,"$348,985",$0,,,3 yrs 0 mth 
"Poon, Joyce; Genov, Roman; Lozano, Andres M",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Wireless neurophotonic probes for the interrogation of neurons in memory circuits,"$349,500",$0,,,3 yrs 0 mth 
"Rancourt, Derrick E; Kallos, Michael S",University of Calgary,Alberta,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Derivation and Culture of Naïve Pluripotent Stem Cells in Stirred Suspension Bioreactors,"$351,690",$0,,,3 yrs 0 mth 
"Chan, Warren C; Arbuckle, John; Gubbay, Jonathan B; Mubareka, Samira",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Engineering DNAzyme-gold nanoparticle diagnostic device,"$353,172","$15,000",,,3 yrs 0 mth 
"McCulloch, Christopher A; Simmons, Craig A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Screening Assay for Inhibition of Cancer Cell Invasion,"$354,383",$0,,,3 yrs 0 mth 
"Stoeber, Boris; Staykov, Radoslav; Algar, Walter R; Conway, Edward M; Kizhakkedathu, Jayachandran N",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Platform technology for blood diagnostics integrating microneedle blood sampling and quantum-dot based multiplexed assays,"$356,025",$0,,,3 yrs 0 mth 
"Maynes, Jason T; Hamilton, Robert M; Sun, Yu",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Methods to Evaluate the Cardiac Activity of Pharmaceuticals: Identifying New Therapies and Predicting Cardiac Toxicity,"$357,480",$0,,,3 yrs 0 mth 
"Côté, Daniel; De Koninck, Yves",Université Laval,Quebec,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Sensing and modulating neuronal activity from the spinal epidural space with optical fibers,"$357,982",$0,,,3 yrs 0 mth 
"Menon, Carlo; Lam, Stephen","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Scanning micro-cantilever based catheter for in vivo imaging,"$358,351",$0,,,3 yrs 0 mth 
"Reisner, Walter W; Hilke, Michael; Riazalhosseini, Yasser; Sladek, Robert G",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Nanofluidic Wet-Cell for Genomic Analysis of Single Circulating Tumor Cells via Electron Microscopy,"$358,467",$0,,,3 yrs 0 mth 
"Mandelis, Andreas; Tabatabaei, Nima",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a high-resolution photothermal coherence tomography clinical device for detection and 3-D mapping of early dental caries,"$358,647",$0,,,3 yrs 0 mth 
"Orvig, Christopher E; Benard, Francois; Schaffer, Paul",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Theranostic Vectors to Treat Cancer with Radiometals,"$359,446",$0,,,3 yrs 0 mth 
"Bromme, Dieter; Percival, Michael D; Ciufolini, Marco A",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Side effect-free cathepsin K targeting drugs for skeletal diseases,"$359,850",$0,,,3 yrs 0 mth 
"Genov, Roman; Weinroth, Aaron; Valiante, Taufik A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Personalized Contingent Neurostimulation for Epilepsy by Machine Learning in Organic Brain Interfaces,"$360,000","$15,000",,,3 yrs 0 mth 
"Prisman, Eitan; DURHAM, JAMES S; Fels, Sidney S; Hodgson, Antony J",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Intraoperative Surgical Tools for Advanced Reconstruction Workflow to Optimize Outcomes of Head and Neck Cancer Treatment,"$360,914","$33,363",,,3 yrs 0 mth 
"Kizhakkedathu, Jayachandran N; Levy, Isra; Brooks, Donald E; Devine, Dana V",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Next Generation Platelet Storage Devices for Safe and Efficient Transfusion,"$361,850",$0,,,3 yrs 0 mth 
"Lee, Warren L; Karshafian, Chris; Kolios, Michael C",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a lung ultrasound therapy system for acute respiratory distress syndrome,"$362,865",$0,,,3 yrs 0 mth 
"Archambault, Denis; Bourgault, Steve; Gottschalk, Marcelo G; Segura, Mariela A",Université du Québec à Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,La portion C-terminale de la protéine P97 de Mycoplasma hyopneumoniae: une nouvelle molécule adjuvante à des fins vaccinales,"$364,959",$0,,,3 yrs 0 mth 
"Meunier, Michel; Côté, Christian-Yves; Brunette, Isabelle; Costantino, Santiago; Sapieha, Przemyslaw (Mike) S",Polytechnique Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Selective laser-mediated gene therapy for ocular diseases,"$369,433","$4,750",,,3 yrs 0 mth 
"Kamen, Amine; Li, Xuguang",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Acceleration and Intensification of Cell Culture-Produced Influenza Vaccines for Rapid Response to Pandemic Situation,"$371,615",$0,,,3 yrs 0 mth 
"Li, Yingfu",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Toward a rational and novel therapy for clostridium difficile infection,"$372,000",$0,,,3 yrs 0 mth 
