Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Haglund, Lisbet A",Research Institute of the McGill University Health Centre,Operating Grant,201109MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Title: Intervertebral Disc Degeneration and Pain,"$325,959",$0,3 yrs 0 mth 
"Hakkinen, Lari",University of British Columbia,Operating Grant,200903MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Molecular Mechanisms in Scar Formation,"$684,904",$0,5 yrs 0 mth 
"Hamdy, Reggie C",Research Institute of the McGill University Health Centre,Operating Grant,201203MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",The effect of a hybrid and injectible Nanoparticle BMP Delivery System on Bone Regeneration during Distraction Osteogenesis,"$452,508",$0,3 yrs 0 mth 
"Hamilton, Douglas W",Western University (Ontario),Project Grant,202409PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Resetting the Chronic Skin Wound Edge: Investigating Contact Guidance and Suppression of Oxidative Stress Signaling to Enhance Keratinocyte Migration in Skin Re-epithelialization.,"$742,050",$0,5 yrs 0 mth 
"Hammond, James R",Western University (Ontario),Operating Grant,201103MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage","A Novel, Genetically Modified Mouse Model of Diffuse Idiopathic Skeletal Hyperostosis and Related Hypermineralization Disorders in the Elderly","$563,760",$0,5 yrs 0 mth 
"Hanly, John G",Nova Scotia Health Authority (Halifax),Operating Grant,201209MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage","An international, multi-center, prospective, inception cohort study of neuropsychiatric systemic lupus erythematosus (NPSLE)","$1,010,262",$0,5 yrs 0 mth 
"Haroon, Nigil",University Health Network (Toronto),Project Grant,201803PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Therapeutic Targeting of MIF in a Spondyloarthritis Mouse Model,"$302,174",$0,3 yrs 0 mth 
"Haroon, Nigil",University Health Network (Toronto),Project Grant,202104PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",HIF1-alpha interacts with MIF to drive inflammation and new bone formation in spondyloarthritis,"$665,550",$0,5 yrs 0 mth 
"Hinz, Boris",University of Toronto,Operating Grant,200909MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Mechano-chemical signal transduction in myofibroblasts during skin wound healing and fibrosis,"$701,715",$0,5 yrs 0 mth 
"Hinz, Boris",University of Toronto,Operating Grant,201209MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Mechanisms and potential of mesenchymal stromal cell-to-myofibroblast activation in skin dermis regeneration,"$741,000",$0,5 yrs 0 mth 
"Hinz, Boris",Unity Health Toronto,Project Grant,202303PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Mechanical Imprinting of Epigenetic Memory in Therapeutic Mesenchymal Stromal Cells,"$742,050",$0,5 yrs 0 mth 
"Inman, Robert D",University Health Network (Toronto),Operating Grant,201009MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Endoplasmic reticulum aminopeptidases in the pathogenesis of ankylosing spondylitis,"$688,455",$0,5 yrs 0 mth 
"Inman, Robert D",University Health Network (Toronto),Project Grant,201803PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",T cell trafficking and specificity in ankylosing spondylitis,"$745,876",$0,5 yrs 0 mth 
"Inman, Robert D",University Health Network (Toronto),Project Grant,202309PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Dysregulation of Cytotoxic T Cell Exhaustion in Ankylosing Spondylitis,"$426,870",$0,3 yrs 0 mth 
"Jamal, Abida Sophina",Women's College Hospital (Toronto),Operating Grant,201109MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Nitrates and Bone Turnover (NABT): trial to select the best nitrate preparation.,"$263,914",$0,2 yrs 0 mth 
"Jamal, Abida Sophina; Lok, Charmaine E",Women's College Hospital (Toronto),Operating Grant,200809MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",The Clinical Investigation of Fracture Risk in Patients with Chronic Kidney Disease,"$415,339",$0,3 yrs 0 mth 
"Jeschke, Marc G","Sunnybrook Research Institute (Toronto, Ontario)",Project Grant,201909PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Burn induces hypermetabolism via browning of the white adipose tissue,"$857,565",$0,5 yrs 0 mth 
"Johnson, Sindhu R",University Health Network (Toronto),Operating Grant,201303MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Improving the validity of treatment effect estimates from observational data of uncommon diseases. The scleroderma lung transplant survival model.,"$76,186",$0,1 yr 0 mth 
"Kaartinen, Mari T",McGill University,Operating Grant,201109MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Transglutaminases and cell-matrix interactions during osteoblast differentiation,"$758,575",$0,5 yrs 0 mth 
"Kaartinen, Mari T",McGill University,Project Grant,201809PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Regulation of bone remodeling by transglutaminases,"$726,750",$0,5 yrs 0 mth 
"Kandel, Rita A",Sinai Health System (Toronto),Operating Grant,201209MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Regulation of articular cartilage homeostasis,"$790,786",$0,5 yrs 0 mth 
"Kannu, Peter",Hospital for Sick Children (Toronto),Project Grant,201903PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",MET signalling in bone and fracture healing,"$738,226",$0,5 yrs 0 mth 
"Kapoor, Mohit",University Health Network (Toronto),Project Grant,201709PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",microRNA-181a-5p and microRNA-4454 as novel biomarkers and therapeutic targets in Spine Osteoarthritis,"$604,350",$0,5 yrs 0 mth 
"Kapoor, Mohit",Centre hospitalier de l'Université de Montréal (CHUM),Operating Grant,201003MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Role of peroxisome proliferator-activated receptor gamma (PPARgamma) in cartilage development and osteoarthritis in vivo,"$345,277",$0,3 yrs 0 mth 
"Kapoor, Mohit",Centre hospitalier de l'Université de Montréal (CHUM),Operating Grant,201209MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Role and mechanisms of action of the mammalian target of rapamycin (mTOR) in cartilage development and osteoarthritis in vivo,"$455,014",$0,4 yrs 0 mth 
"Kapoor, Mohit",University Health Network (Toronto),Project Grant,202003PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Role and therapeutic potential of MicroRNA-34a-5p in knee osteoarthritis,"$409,275",$0,4 yrs 0 mth 
"Kapoor, Mohit",University Health Network (Toronto),Project Grant,202303PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Contribution of synovial fibroblast cell subsets to the pathogenesis of knee osteoarthritis,"$531,675",$0,4 yrs 0 mth 
"Karaplis, Andrew C",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Operating Grant,200909MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",PTHrP and osteoblast biology: Relevance to osteoporosis,"$821,005",$0,5 yrs 0 mth 
"Karaplis, Andrew C",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Project Grant,202303PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage","X-linked Hypophosphatemic Rickets (XLH), a Primary Skeletal Dysplasia with Superimposed Rickets","$761,176",$0,5 yrs 0 mth 
"Karaplis, Andrew C",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Project Grant,202003PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Targeting Vitamin D Metabolism in Osteoarthritis,"$430,314",$0,3 yrs 0 mth 
"Kim, Hugh",University of British Columbia,Operating Grant,201503MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Regulation of periodontal inflammation by the platelet cytoskeleton,"$568,983",$0,5 yrs 0 mth 
"Kim, Hugh",University of British Columbia,Project Grant,201709PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Targeting platelet-specific molecules in periodontal disease,"$856,800",$0,5 yrs 0 mth 
"Koch, Thomas G",University of Guelph,Project Grant,202003PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage","Vitrified cartilage chips from allogeneic mesenchymal stromal cells for one-step off-the-shelf joint cartilage repair - proof of concept in a preferred pre-clinical model, the Horse.","$401,626",$0,3 yrs 0 mth 
"Komarova, Svetlana V",McGill University,Operating Grant,201303MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Regulation of osteoclast formation and function in bone microenvironment,"$536,484",$0,5 yrs 0 mth 
"Komarova, Svetlana V; Reinhardt, Dieter P",McGill University,Operating Grant,201403MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Osteoclast regulation by fibrillins: mechanisms and therapeutic implications,"$673,210",$0,5 yrs 0 mth 
"Komarova, Svetlana V; Willie, Bettina M",McGill University,Project Grant,201903PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Role of extracellular ATP in bone adaptation to mechanical environment,"$573,750",$0,5 yrs 0 mth 
"Kovacs, Christopher S",Memorial University of Newfoundland,Project Grant,202409PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Regulation of mineral and bone metabolism by PTHrP and calcitriol in mother and fetus,"$1,028,925",$0,5 yrs 0 mth 
"Krawetz, Roman J",University of Calgary,Operating Grant,201309MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Cellular basis of endogenous cartilage repair in super-healer mice,"$731,707",$0,5 yrs 0 mth 
"Krawetz, Roman J",University of Calgary,Project Grant,202109PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",A bioprocess that optimizes safe Human iPSCs for the treatment of osteoporotic fractures,"$696,150",$0,5 yrs 0 mth 
"Kremer, Richard B",McGill University,Operating Grant,200809MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage","Effect of 1,25 dihydroxyvitamin D on control of cell growth and differentiation","$569,552",$0,4 yrs 0 mth 
"Kremer, Richard B",McGill University,Operating Grant,201303MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage","Effect of 1,25 dihydroxyvitamin D on control of cell growth and differentiation","$687,349",$0,5 yrs 0 mth 
"Kremer, Richard B",Research Institute of the McGill University Health Centre,Project Grant,201809PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage","Effect of 1,25 dihydroxyvitamin D on control of cell growth and differentiation","$914,175",$0,5 yrs 0 mth 
"Kremer, Richard B",Research Institute of the McGill University Health Centre,Project Grant,202209PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Co-targeting parathyroid hormone-related protein (PTHrP) and osteoclast activation to counter breast cancer metastasis to bone.,"$952,425",$0,5 yrs 0 mth 
"Labelle, Hubert B","Centre hospitalier universitaire Sainte-Justine (Montréal, Québec)",Operating Grant,201109MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Validation d'une nouvelle génération d'orthèses optimisées pour le traitement personnalisé de la scoliose idiopathique adolescente.,"$335,538",$0,4 yrs 0 mth 
"Lacaille, Diane V",University of British Columbia,Operating Grant,201103MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",A randomized controlled trial evaluating the effectiveness of the Making It Work program at preventing work loss and improving at work productivity in employed people with inflammatory arthritis.,"$470,356",$0,5 yrs 0 mth 
"Lajeunesse, Daniel",Centre hospitalier de l'Université de Montréal (CHUM),Operating Grant,201103MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Mechanisms involved in abnormal differentiation of osteogenic mesenchymal stem cells in osteoarthritis,"$472,023",$0,4 yrs 0 mth 
"Larjava, Hannu S",University of British Columbia,Operating Grant,200903MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Critical role for alpha-v-beta-6 integrin in enamel biomineralization,"$599,708",$0,4 yrs 0 mth 
"Larjava, Hannu S",University of British Columbia,Operating Grant,201103MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Regulation of hair cycle and wound healing by alpha-v-beta-6 integrin,"$564,090",$0,5 yrs 0 mth 
"Larjava, Hannu S",University of British Columbia,Project Grant,201709PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Epithelial alpha-v-beta-6 integrin:  critical regulator of periodontal inflammation,"$879,750",$0,5 yrs 0 mth 
