Name,All_Companies,Founding_Year,All_Companies_Count,Companies_After_CIHR_Funding,Companies_After_CIHR_Funding_Count,Seed,Seed_$,Series_A,Series_A_$,Series_B,Series_B_$,Series_C,Series_C_$,Series_D,Series_D_$,Series_E,Series_E_$,IPO,Acquirement,Exit_$,Cumulative_Investment_Gained,Funding_Efficiency,Institution_Paid,Province,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years,Cumulative_Grant_Amount,Cumulative_Term_Years,Primary_Institute,Research_Categories,Funding_Start,Funding_Start_Count,Funding_End,title_keywords,Patents,Cumulative Patents
"Walker, Gilbert C",NorthMiRs inc.,,1,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Project Grant,202403PJT,Commercialization,Development of preclinical data for a phase one clinical trial of a micro-RNA-based formulation to treat early sepsis,508725,0,2,508725,2,Circulatory and Respiratory Health,"Cardiovascular, Respiratory and Circulatory Systems-Respiratory System Pathologies and Clinical Interventions; Commercialization-Technology Transfer; Cardiovascular, Respiratory and Circulatory Systems-Clinical and Translational Cardiovascular Sciences",2024-10-01,1,2026-09-30,"micro-RNA, sepsis, formulation",1,1
"Walti, Herve",,,0,,,,,,,,,,,,,,,,,,,,Universite de Sherbrooke,Quebec,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Total liquid ventilation improves respiratory and neurological outcomes in newborn lambs with severe respiratory failure,159252,0,1,159252,1,Circulatory and Respiratory Health,RESPIRATION; PERINATAL; NOT CLASSIFIED,2012-10-01,1,2013-09-30,"liquid ventilation, respiratory failure, neurological outcomes",0,0
"Wang, Yuzhuo",,,0,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Project Grant,202109PJT,Commercialization,Optimization and Validation of MCT4-targeting Small Molecule Inhibitors for Treatment of Advanced Cancers,1147500,0,5,1147500,5,Cancer Research,Commercialization-Intellectual Property; Cancer-Cancer Drug Development and Therapeutics,2022-04-01,1,2027-03-31,"MCT4, small molecule, inhibitors",0,0
"Wasan, Kishor M",iCo Therapeutics Inc.,,1,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase II,200810PP2,Proof of Principle,Development of a Novel Oral Amphotericin B Formulation for the Treatment of Systemic Fungal Infections,200000,0,1,200000,1,Infection and Immunity,null,2010-01-01,1,2009-12-31,"Amphotericin B, oral formulation, fungal infections",5,5
"Weaver, Donald F",Mindful Scientific Inc.,,2,,,,,,,,,,,,,,,,,,,,IWK Health Centre (Halifax),Nova Scotia,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Contact Optical Microscopy,148684,0,1,458684,6,"Neurosciences, Mental Health and Addiction",MULTIPLE DISEASE RELEVANCE; MULTIDISCIPLINARY; IMAGING; INTERNATIONAL HEALTH,2010-04-01,1,2011-03-31,"Contact, Optical, Microscopy",2,6
"Weaver, Donald F",Treventis Corp.,,,,,,,,,,,,,,,,,,,,,,IWK Health Centre (Halifax),Nova Scotia,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Pharmacokinetic Optimization of a New Drug for Alzheimer's Disease,150000,0,1,,,"Neurosciences, Mental Health and Addiction",ALZHEIMER'S DISEASE; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; NERVOUS SYSTEM,2010-04-01,1,2011-03-31,"Pharmacokinetic, Drug, Alzheimer's",4,
"Weaver, Donald F",Treventis Corp.,,,,,,,,,,,,,,,,,,,,,,University Health Network (Toronto),Ontario,Project Grant,201709PJT,Commercialization,"Design and Development of Brain Permeant Indoleamine-2,3-Dioxygenase Inhibitors",765000,0,4,,,"Neurosciences, Mental Health and Addiction","Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery; Neurosciences-Neurological disorders",2018-04-01,1,2022-03-31,"brain, indoleamine-2,3-dioxygenase, inhibitors",1,
"Webb, John R",,,0,,,,,,,,,,,,,,,,,,,,University of Victoria (British Columbia),British Columbia,Proof of Principle Program - Phase I,201003PPP,Proof of Principle,Pre-clinical development of Pentarix: a therapeutic vaccine for HPV-associated cancers,160000,0,1,160000,1,Cancer Research,CANCER THERAPY GENERAL; VIRAL; CANCER; IMMUNOLOGY-TRANSPLANTATION,2010-10-01,1,2011-09-30,"Pentarix, vaccine, HPV",1,1
"Weinfeld, Michael",Onco-Innovations Limited,,1,,,,,,,,,,,,,,,,,,,,University of Alberta,Alberta,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Small molecule inhibitor of polynucleotide kinase/phosphatase and uses thereof in cancer treatment.,150000,0,1,150000,1,Cancer Research,CANCER THERAPY GENERAL; CANCER,2010-04-01,1,2011-03-31,"small molecule, polynucleotide kinase, cancer",3,3
"Weksberg, Rosanna",Alamya Health,,1,,,,,,,,,,,,,,,,,,,,Hospital for Sick Children (Toronto),Ontario,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Implementation and Commercialization of a Novel DNA Methylation-Based Diagnostic Tool,160000,0,1,160000,1,"Human Development, Child and Youth Health","DETERMINANTS OF HEALTH; MENTAL AND BEHAVIOURAL DISEASES; GENETICS; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2015-10-01,1,2016-09-30,"DNA methylation, diagnostic, tool",2,2
"Whyne, Cari M",,,0,,,,,,,,,,,,,,,,,,,,"Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,"""Bone Tape"": Optimization of a novel method for reconstructing the craniomaxillofacial skeleton",160000,0,1,160000,1,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT",2016-04-01,1,2017-03-31,"bone, craniomaxillofacial, reconstruction",2,2
"Willerth, Stephanie M",Axolotl Biosciences,,1,,,,,,,,,,,,,,,,,,,,University of Victoria (British Columbia),British Columbia,Project Grant,202104PJT,Commercialization,3D bioprinting next generation brain organoids for identifying drug targets for Alzheimer's disease,489600,0,4,489600,4,"Neurosciences, Mental Health and Addiction","Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Molecular, Cellular and Systems Biology-Cell Differentiation",2021-10-01,1,2025-09-30,"bioprinting, brain organoids, Alzheimer's",0,0
"Williams, Jason",,,0,,,,,,,,,,,,,,,,,,,,Nova Scotia Health Authority (Halifax),Nova Scotia,Proof of Principle Program - Phase II,201309PP2,Proof of Principle,The Production of Decellularized Human Skin to Treat Chronic Diabetic Ulcers,145760,0,1,145760,1,Musculoskeletal Health and Arthritis,DIABETES MELLITUS; SKIN AND SUBCUTANEOUS TISSUS; HEALTH RESEARCH; METABOLISM/DIABETES,2014-04-01,1,2015-03-31,"Decellularized, Human Skin, Diabetic Ulcers",0,0
"Wither, Joan E",,,0,,,,,,,,,,,,,,,,,,,,University Health Network (Toronto),Ontario,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Development of a test for the early diagnosis and monitoring of lupus nephritis,160000,0,1,160000,1,Musculoskeletal Health and Arthritis,"LUPUS; GENITO/URINARY SYSTEM; MUSCLE, BONE, OR JOINT; RENAL FUNCTION, NEPHROLOGY, UROLOGY",2016-04-01,1,2017-03-31,"lupus, nephritis, diagnosis",1,1
"Withers, Stephen G",Avivo Biomedical Inc.,,1,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Novel mechanism-based inhibitors of influenza neuraminidase as potential anti-viral agents,150000,0,1,606981,3,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; VIROLOGY; POPULATION HEALTH,2010-04-01,1,2011-03-31,"neuraminidase, inhibitors, influenza",5,6
"Withers, Stephen G",,,,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase II,201202PP2,Proof of Principle,Novel Influenza Neuraminidase Inhibitors - Development of Orally Bioavailable Agents,297000,0,1,,,Infection and Immunity,VIRAL; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; VIROLOGY; POPULATION HEALTH,2012-10-01,1,2013-09-30,"Influenza, Neuraminidase, Inhibitors",5,
"Withers, Stephen G",,,,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Extending circulation time of protein therapeutics by capping glycan structures with 7F-Sialic acids,159981,0,1,,,Genetics,MULTIDISCIPLINARY; BIOCHEMISTRY,2015-04-01,1,2016-03-31,"protein, glycan, sialic acids",5,
"Wu, Jian Hui",,,0,,,,,,,,,,,,,,,,,,,,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Proof of Principle Program Phase I - Drug Development,201003PDD,Proof of Principle,Novel bifunctional antiandrogens that suppress oncogenic activation of the androgen receptor in castration-resistant prostate cancer,159750,0,1,319750,2,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; PROSTATE AND BLADDER CANCER THERAPY; CANCER; ENDOCRINOLOGY,2010-10-01,1,2011-09-30,"antiandrogens, androgen receptor, prostate cancer",4,4
"Wu, Jian Hui",,,,,,,,,,,,,,,,,,,,,,,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Development of novel pan-inhibitors of the androgen receptor variants as effective therapeutics for castration-resistant prostate cancer,160000,0,1,,,Cancer Research,PROSTATE AND BLADDER CANCER; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS,2015-10-01,1,2016-09-30,"androgen receptor, pan-inhibitors, prostate cancer",2,
"Wu, Xiao Yu S",QurCan Therapeutics (Nanology Labs),,1,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Preclinical evaluation of multifunctional polymer nanoparticles for targeted brain cancer therapy,160000,0,1,309984,4,Cancer Research,BRAIN TUMORS THERAPY; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; CANCER,2014-04-01,1,2015-03-31,"polymer nanoparticles, brain cancer, targeted",2,2
"Wu, Xiao Yu S",,,,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Project Grant,201809PJT,Commercialization,Development of a Smart Tumor-Activated Nanodiagnostic System for Sensitive Detection of Solid Tumors and Metastases,470475,0,3,,,Cancer Research,Commercialization-Intellectual Property; Biomedical Engineering-Biomedical Imaging,2019-04-01,1,2022-03-31,"Nanodiagnostic, Tumor-Activated, Detection",0,
"Yang, Victor X",7D Surgical Inc.,,1,,,,,,,,,,,,,,,,,,,,Toronto Metropolitan University,Ontario,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Doppler Optical Coherence Tomography for Intraoperative Imaging During Skull Base Neurosurgical Procedures,149984,0,1,308414,2,Cancer Research,BRAIN TUMORS THERAPY; IMAGING; BIOPHYSICS,2010-04-01,1,2011-03-31,"Doppler, Optical Coherence Tomography, Neurosurgical",6,21
"Yang, Victor X",,,,,,,,,,,,,,,,,,,,,,,Toronto Metropolitan University,Ontario,Proof of Principle Program - Phase I,201302PPP,Proof of Principle,Integrated Surgical Lighting and Navigation System,156230,2200,1,,,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; MULTIDISCIPLINARY; IMAGING; MUSCLE, BONE, OR JOINT",2013-10-01,1,2014-09-30,"Surgical lighting, Navigation system",21,
"Yanow, Stephanie K","Aquila Diagnostic Systems, Inc.",,1,,,,,,,,,,,,,,,,,,,,University of Alberta,Alberta,Proof of Principle Program - Phase II,201309PP2,Proof of Principle,A field-deployable malaria and fever diagnostic system,143250,0,1,303250,2,Infection and Immunity,INFECTIOUS AND PARASITIC; POPULATION HEALTH; INTERNATIONAL HEALTH,2014-04-01,1,2015-03-31,"malaria, diagnostic, fever",0,0
"Yanow, Stephanie K",,,,,,,,,,,,,,,,,,,,,,,University of Alberta,Alberta,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Long-term preservation of a whole parasite malaria vaccine for storage and delivery in the tropics,160000,0,1,,,Infection and Immunity,INFECTIOUS AND PARASITIC; BLOOD; INTERNATIONAL HEALTH; HEALTH RESEARCH,2015-04-01,1,2016-03-31,"parasite, malaria, vaccine",0,
"Yokota, Toshifumi",OligomicsTx Inc.,,1,,,,,,,,,,,,,,,,,,,,University of Alberta,Alberta,Project Grant,202203PJT,Commercialization,Commercializing a novel platform for delivery of antisense oligonucleotide-mediated therapy,1009800,0,5,1009800,5,Genetics,Genetics-Clinical Genetics,2022-10-01,1,2027-09-30,"antisense, oligonucleotide, delivery",3,3
"Yoo, Paul","EBT Medical, Inc.",,1,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Minimally-Invasive Method of Selectively Activating Posterior Tibial Nerve Afferents for Treating Overactive Bladder,155800,4000,1,159800,1,Aging,"GENITO/URINARY SYSTEM; RENAL FUNCTION, NEPHROLOGY, UROLOGY",2015-10-01,1,2016-09-30,"Minimally-Invasive, Posterior Tibial Nerve, Overactive Bladder",19,19
"Young, Robert N",Mesentech Inc.,,1,,,,,,,,,,,,,,,,,,,,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Development of a novel conjugate drug for local delivery in bone grafts: Efficacy study on vascularization and osteogenesis after local delivery in a dental implant jaw model,157500,0,1,157500,1,Musculoskeletal Health and Arthritis,DENTAL DISEASE (INCL. ORAL BIOLOGY); DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; DENTAL SCIENCE - Oral Biology,2015-04-01,1,2016-03-31,"conjugate drug, bone grafts, osteogenesis",6,6
"Yousef, George M",Enrich Bioscience,,1,,,,,,,,,,,,,,,,,,,,Unity Health Toronto,Ontario,Project Grant,201809PJT,Commercialization,Development of the first pre-operative serum exosomal miRNA test to guide treatment decision in prostate cancer,573752,0,4,573752,4,Cancer Research,Cancer-Cancer Progression and Metastasis,2019-04-01,1,2023-03-31,"exosomal, miRNA, prostate cancer",1,1
"Yudin, Andrei",Encycle Therapeutics Inc.,,1,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Proof of Principle Program - Phase I,201102PPP,Proof of Principle,Arrays of constrained histone tail mimetics for the development of epigenetic anticancer drugs,85712,74288,1,160000,1,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; CANCER THERAPY GENERAL; DRUG RESEARCH; CANCER,2011-10-01,1,2012-09-30,"histone, mimetics, epigenetic",0,0
"Zaugg, Michael",,,0,,,,,,,,,,,,,,,,,,,,University of Alberta,Alberta,Project Grant,202303PJT,Commercialization,"Vegaven, a novel lipid emulsion with unique superior biological actions designed for parenteral nutrition",818550,0,3,818550,3,"Nutrition, Metabolism and Diabetes",Commercialization-Intellectual Property,2023-10-01,1,2026-09-30,"lipid emulsion, parenteral nutrition, biological actions",0,0
"Zeng, Haishan",,,0,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase II,201009PP2,Proof of Principle,Development of a laser Raman spectroscopy system for melanoma detection,244071,48211,1,663112,9,Cancer Research,MULTIDISCIPLINARY; SKIN AND SUBCUTANEOUS TISSUS; CANCER; IMAGING,2011-04-01,1,2012-03-31,"laser, Raman spectroscopy, melanoma",9,9
"Zeng, Haishan",,,,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Project Grant,201709PJT,Commercialization,Real-time Endoscopic Raman Spectroscopy for Improving Dysplasia/Colorectal Cancer Detection in Patients with Inflammatory Bowel Diseases,508724,0,4,,,Cancer Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Cancer-Clinical Oncology; Digestive, Endocrine and Excretory Systems-Gastroenterology and Hepatology",2018-04-01,1,2022-03-31,"Raman Spectroscopy, Endoscopic, Colorectal Cancer",1,
"Zeng, Haishan",,,,,,,,,,,,,,,,,,,,,0,,University of British Columbia,British Columbia,Project Grant,202104PJT,Commercialization,Autofluorescence Imaging Guided Laser Raman Spectroscopy for Non-invasive Oral Cancer Detection,742051,0,4,,,Cancer Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Cancer-Clinical Oncology; Musculoskeletal Health-Oral Health",2021-10-01,1,2025-09-30,"Autofluorescence, Raman Spectroscopy, Oral Cancer",0,
"Zhang, Li",,,0,,,,,,,,,,,,,,,,,,0,,University Health Network (Toronto),Ontario,Proof of Principle Program - Phase II,201502PP2,Proof of Principle,A new cellular immunotherapy to treat acute myeloid leukemia,183670,35500,1,370830,5,Cancer Research,MULTIDISCIPLINARY; IMMUNOLOGY-TRANSPLANTATION; CANCER,2015-10-01,1,2016-09-30,"cellular, immunotherapy, leukemia",7,7
"Zhang, Li",,,,,,,,,,,,,,,,,,,,,0,,University Health Network (Toronto),Ontario,Project Grant,201903PJT,Commercialization,"Developing a platform for ""off-the-shelf"" CAR-T cell therapies for cancer using double negative T cells",703800,0,4,,,Cancer Research,Commercialization-Technology Transfer; Cancer-Cancer Drug Development and Therapeutics,2019-10-01,1,2023-09-30,"CAR-T, T cells, cancer",5,
"Zhou, Youwen",,,0,,,,,,,,,,,,,,,,,,0,,University of British Columbia,British Columbia,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,A diagnostic test for cutaneous T cell lymphomas,151660,0,1,151660,1,Musculoskeletal Health and Arthritis,"SKIN AND SUBCUTANEOUS TISSUS; BLOOD; CANCER; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2012-10-01,1,2013-09-30,"diagnostic, T cell lymphomas, cutaneous",4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-01,1,,,,
